name,telephone,adress,gps,lattitude,longitude
 Cecilia Makiwane Hospital,+27 43 708 2111,"Mdantsane Unit 4, Mdantsane, East London, Eastern Cape, 5219","-32.92785, 27.74422",-32.92785,27.74422
 Cecilia Makiwane Hospital - Antiretroviral (ARV) Clinic,+27 43 708 2144,"Situated within Cecilia Makiwane Hospital, Mdantsane Unit 4, Mdantsane, East London, Eastern Cape, 5219","-32.96969, 27.81075",-32.96969,27.81075
 Central Clinic - EastLondon,+27 43 743 5465,"Central Clinic, Corner of Terminus and Cambridge Street, Cambridge, Eastern Cape, 5247","-33.01684, 27.90585",-33.01684,27.90585
 Central Clinic - Port Elizabeth,+27 41 506 2850,"6 Rose Street, Port Elizabeth, Eastern Cape, 6001","-33.96446, 25.61283",-33.96446,25.61283
 Chatty Clinic,+27 41 506 3070,"Bertram Road, Salt Lake, Port Elizabeth, Eastern Cape, 6059","-33.87318, 25.49539",-33.87318,25.49539
 Cheshire Homes South Africa - Cleary Estate,+27 41 481 2142,"22 Fontein Street, Cleary Park Estate, Port Elizabeth, Eastern Cape, 6059","-33.89511, 25.52464",-33.89511,25.52464
 Child Welfare South Africa - Bedford,+27 46 685 1465,"26 Van Riebeeck Street, Bedford, Eastern Cape, 5780","-33.77100, 25.41492",-33.77100,25.41492
 Child Welfare South Africa - Grahamstown,+27 46 636 1355,"1 Coles Lane, Grahamstown, Eastern Cape, 6139","-33.31095, 26.52553",-33.31095,26.52553
 Child Welfare South Africa - Humansdorp,+27 42 291 0697,"Umslana Street, Moeras River, Humansdorp, Eastern Cape, 6300","-34.02373, 24.76280",-34.02373,24.76280
 Child Welfare South Africa - King William's Town,+27 43 643 4197,"6 Edward Street, King William's Town, Eastern Cape, 5601","-32.87462, 27.39202",-32.87462,27.39202
 Child Welfare South Africa - Mthatha,+27 47 532 3752,"18 Durham Street, Mthatha, Eastern Cape, 5100","-31.58720, 28.78565",-31.58720,28.78565
 Childline - Eastern Cape,+27 43 722 1382,"3 Craigellen Mansions, 3 Saint James Road, Southernwood, Mthatha, Eastern Cape, 5201","-33.00257, 27.89616",-33.00257,27.89616
 Christelike-Maatskaplike Raad/Christian Social Council - East London,+27 43 722 6104,"9 Gordon Street, Southernwood, East London, Eastern Cape, 5201","-32.99795, 27.90664",-32.99795,27.90664
 Christelike-Maatskaplike Raad/Christian Social Council - Uitenhage,+27 41 922 9004,"41 John Street, Uitenhage, Eastern Cape, 6229","-33.76773, 25.39403",-33.76773,25.39403
 Circle of Genders (COG) - Nelson Mandela,+27 73 353 3921,"12 Johnson Road, Zwide, Port Elizabeth, Eastern Cape, 6201","-33.86530, 25.55982",-33.86530,25.55982
 Clicks Pharmacy - King William's Town,+27 43 642 2538,"Shop 7, Metlife Mall, Corner of Cross Road and Smith Street, King William's Town, Eastern Cape, 5601","-32.87583, 27.39033",-32.87583,27.39033
 Clicks Pharmacy - Walmer Park,+27 41 368 1090,"Shop 117, Walmer Park Centre, Main Road, Walmer, Port Elizabeth, Eastern Cape, 6070","-33.98025, 25.55826",-33.98025,25.55826
 Cloete Joubert Hospital,+27 45 971 0091,"1 Voortrekker Street, Barkly East, Eastern Cape, 9786","-30.96762, 27.58507",-30.96762,27.58507
 Cofimvaba Hospital,+27 47 947 8000,"Manzi Road, Cofimvaba, Eastern Cape, 5380","-32.01197, 27.58348",-32.01197,27.58348
 Collondale Clinic,+27 43 736 6178,"Collondale, East London, Eastern Cape, 5201","-33.03979, 27.81880",-33.03979,27.81880
 Cotlands - Eastern Cape,+27 43 722 0060,"Unit B13b, BKB Building, Fitzpatrick Road, East London, Eastern Cape, 5200","-32.96706, 27.82496",-32.96706,27.82496
 Cradock Hospital,+27 48 881 2123,"Hospital Street, Cradock, Eastern Cape, 5880","-32.16734, 25.62243",-32.16734,25.62243
 Cumakala 1 Clinic,+27 43 681 0024,"Close to the Community Hall, Mlungisi Location, Stutterheim, Eastern Cape, 4930","-32.55717, 27.44754",-32.55717,27.44754
 Cumakala 2 Clinic,+27 43 681 0023,"Near to Mlungisi School, Mlungisi Location, Stutterheim, Eastern Cape, 4930","-32.56293, 27.44868",-32.56293,27.44868
 Cwecweni Clinic,+27 83 556 6357,"Next to Cwecweni High School, Ecwebeni Village, Cofimvaba, Eastern Cape, 5380","-31.93675, 28.05575",-31.93675,28.05575
 Cwili Clinic,+27 43 841 1274,"949 Zamokuhle Street, Kei Mouth, Eastern Cape, 5260","-32.67707, 28.36332",-32.67707,28.36332
 Daliwe Advice Centre,+27 45 843 1236,"961 Main Street, Cathcart, Eastern Cape, 5310","-32.29795, 27.14258",-32.29795,27.14258
 Daliwe Clinic,+27 45 843 1024,"Next to Mooi River Church, Cathcart, Eastern Cape, 5310","-32.30199, 27.15127",-32.30199,27.15127
 Daliwonga Clinic,+27 87 310 8363,"Near to Cangci High School, KwaMpisi Administrative Area, Bizana, Eastern Cape, 4800","-31.10528, 29.90720",-31.10528,29.90720
 Department of Health - Chris Hani District Office,+27 45 807 1100,"CSC Offices, Komani Hospital, 1833 National Road, Queenstown, Eastern Cape, 5320","-31.89293, 26.91401",-31.89293,26.91401
 Department of Health - Cradock,+27 48 881 2921,"Corner of Cradock Hospital and Hospital Street, Cradock, Eastern Cape, 5880","-32.16397, 25.61979",-32.16397,25.61979
 Department of Health - Eastern Cape Provincial Head Office,+27 40 608 1114,"Dukumbana Building, Bisho, Eastern Cape, 5605","-32.85104, 27.43852",-32.85104,27.43852
 Department of Health - Joe Gqabi District Office,+27 51 634 1899,"32 Dan Pienaar Street, Aliwal North, Eastern Cape, 9750","-30.71737, 26.71190",-30.71737,26.71190
 Department of Health - Sarah Baartman District Office,+27 41 408 8152,"5 Downing Street, Port Elizabeth, Eastern Cape, 6001","-33.94169, 25.60706",-33.94169,25.60706
 Department of Justice and Constitutional Development - Port Elizabeth Provincial Office,+27 41 585 5718,"1 Bird Street, Port Elizabeth, Eastern Cape, 6001","-33.96379, 25.61911",-33.96379,25.61911
" Department of Justice and Constitutional Development, Office of the Family Advocate - Mthatha",+27 47 532 3998,"6th Floor, Manpower Building, Corner of Elliot and Madeira Streets, Mthatha, Eastern Cape, 5100","-31.58637, 28.79021",-31.58637,28.79021
" Department of Justice and Constitutional Development, Office of the Family Advocate - Port Elizabeth",+27 43 722 8866,"29 St Peters Road, Southernwood, Eastern Cape, 5200","-33.00437, 27.90473",-33.00437,27.90473
 Department of Social Development - Alfred Nzo District Office,+27 39 254 0621,"Counselling Centre, 188 Garane Street, Mount Ayliff, Eastern Cape, 4135","-30.79788, 29.36590",-30.79788,29.36590
 Department of Social Development - Amathole District Office,+27 43 711 6600,"1st Floor,  ABSA Building, 85 Oxford Street, East London, Eastern Cape, 5200","-33.01574, 27.90415",-33.01574,27.90415
 Department of Social Development - Chris Hani District Office,+27 45 838 3700,"54 Ebden Street, Queenstown, Eastern Cape, 5320","-31.89751, 26.87910",-31.89751,26.87910
 Department of Social Development - Joe Gqabi District Office,+27 51 633 1602,"2nd Floor, Old Balmoral Building, 76 Somerset Street, Aliwal North, Eastern Cape, 9750","-30.68744, 26.70885",-30.68744,26.70885
 Department of Social Development - Nelson Mandela Metropolitan Office,+27 41 406 5702,"Ibhayi Office Complex, Struan Way, Struandale, Port Elizabeth, Eastern Cape, 6001","-33.89069, 25.57409",-33.89069,25.57409
 Department of Social Development - OR Tambo District Office,+27 47 531 4228,"Room 45, 10th Floor, Botha Sigcau Building, Corner of Leeds and Owen Streets, Mthatha, Eastern Cape, 5099","-31.58835, 28.78718",-31.58835,28.78718
 Department of Social Development - Sarah Baartman District Office,+27 46 636 1484,"Corner of African and Hill Streets, Grahamstown, Eastern Cape, 6140","-33.31104, 26.52717",-33.31104,26.52717
 Dimbaza Community Health Centre,+27 40 656 2022,"Close to Moses Twebe Community Hall, Dimbaza Township, King William's Town, Eastern Cape, 5601","-32.83524, 27.21388",-32.83524,27.21388
 Dora Nginza Hospital,+27 41 406 4111,"Spondo Street, Zwide, Port Elizabeth, Eastern Cape, 6201","-33.88087, 25.56407",-33.88087,25.56407
 Dordrecht Clinic,+27 45 943 1245,"1 Klip Street, Dordrecht, Eastern Cape, 5435","-31.37727, 27.04802",-31.37727,27.04802
 Dordrecht Hospital,+27 45 943 1019,"1 Grey Street, Dordrecht, Eastern Cape, 5435","-31.36896, 27.03959",-31.36896,27.03959
 Double Falls Clinic,+27 87 310 8346,"Near to Jay's Shop, Ngqongweni Location, Libode, Eastern Cape, 5160","-31.54001, 29.01629",-31.54001,29.01629
 Drake Road Clinic,+27 43 735 1608,"Next to Nahoon Spar, Drake Road, East London, Eastern Cape, 5201","-32.98429, 27.92964",-32.98429,27.92964
 Du Preez Clinic,+27 41 506 1970,"8 Du Preez Street, Despatch, Eastern Cape, 6220","-33.80287, 25.46236",-33.80287,25.46236
 Duncan Village Community Care Centre,+27 43 742 4768,"Near to Douglas Smith Highway, The Duncan Village, East London, Eastern Cape, 5209","-33.00788, 27.88599",-33.00788,27.88599
 East London Child and Youth Care Centre,+27 43 730 7212,"Farm WI, Glen Stella Campus, N6 Stutterheim Road, East London, Eastern Cape, 5200","-32.99895, 27.93899",-32.99895,27.93899
 East London High Transmission Area Project,+27 43 748 4977,"1616 Quenera Drive, Beacon Bay, East London, Eastern Cape, 5241","-32.95441, 27.93411",-32.95441,27.93411
 Eastern Cape NGO Coalition,+27 87 373 1082,"Block J1, Emonti Science and Technology Park, Harbour Arterial Street, Sunnyridge, East London, Eastern Cape, 5201","-33.03658, 27.85375",-33.03658,27.85375
 Eastern Cape Youth Development Board,+27 40 609 5789,"Duncan Village, 327 Skeyi Street, East London, Eastern Cape, 5201","-33.01496, 27.86880",-33.01496,27.86880
 Edamini Clinic,+27 41 506 2080,"First Avenue, Kwanobuhle, Uitenhage, Eastern Cape, 6242","-33.82845, 25.38534",-33.82845,25.38534
 Eluxolweni Clinic,+27 48 885 0426,"Next to Chris Hani Hall, Hofmeyr Location, Luxolweni, Hofmeyr, Eastern Cape, 5930","-31.64248, 25.80867",-31.64248,25.80867
 Emmanuel Child and Youth Care Centre,+27 49 842 4414,"18 Smid Street, Middelburg, Eastern Cape, 5900","-31.49501, 25.00599",-31.49501,25.00599
 Emmanuel Haven,+27 41 461 2949,"Addo Road, Motherwell, Port Elizabeth, Eastern Cape, 6211","-33.92010, 25.57557",-33.92010,25.57557
 Empilisweni HIV and AIDS Orphan Care Centre,+27 84 961 3380,"1961 Gugulethu, Ngevana, King William's Town, Eastern Cape, 5660","-32.88235, 27.40277",-32.88235,27.40277
 Empilisweni Hospital,+27 51 611 0037,"937 Main Street, Sterkspruit, Eastern Cape, 9762","-33.83379, 24.88223",-33.83379,24.88223
 Empilweni Community Gompo Community Health Centre,+27 43 733 1289,"1 Dunoon Road, Buffalo Flats, Eastern Cape, 5209","-33.02132, 27.85751",-33.02132,27.85751
 Ethembeni Clinic - Eastern Cape,+27 40 636 2863,"Next to the Home for the Disabled, King William's Town, Eastern Cape, 5601","-32.89486, 27.41306",-32.89486,27.41306
 Eureka Clinic,+27 51 653 1926,"Near to Eureka Primary School, Angelier Street, Eureka, Burgersdorp, Eastern Cape, 9744","-31.00766, 26.31702",-31.00766,26.31702
 Ezibeleni Clinic,+27 47 873 1036,"1860 Ndondo Street, Ezibeleni, Eastern Cape, 5326","-31.90206, 26.95831",-31.90206,26.95831
 Ezingcuka Clinic,+27 82 531 3140,"Near to St Lucy's Hospital, Tsolo, Eastern Cape, 5170","-31.30731, 28.75848",-31.30731,28.75848
 Families South Africa - East London,+27 43 743 8277,"263 Oxford Street, Southernwood, East London, Eastern Cape, 5201","-33.01927, 27.90547",-33.01927,27.90547
 Families South Africa - Grahamstown,+27 46 622 2580,"Ground Floor, Settlers Day Hospital, Cobden Street, Grahamstown, Eastern Cape, 6139","-33.31274, 26.52199",-33.31274,26.52199
 Families South Africa - Port Elizabeth,+27 41 585 9393,"62 Western Road, Centrahil, Port Elizabeth, Eastern Cape, 6001","-33.96377, 25.61723",-33.96377,25.61723
 Families South Africa - Stutterheim,+27 43 683 1418,"21 Murray Street, Stutterheim, Eastern Cape, 4930","-32.57072, 27.42677",-32.57072,27.42677
 Fezeka NU 3 Clinic,+27 43 760 5320,"Mdantsane NU3, Mdantsane, Eastern London, Eastern Cape, 5219","-32.96969, 27.81075",-32.96969,27.81075
 Fish River Satellite Clinic,+27 48 881 3958,"Close to Fish River Station, Cradock, Eastern Cape, 5880","-32.16993, 25.62500",-32.16993,25.62500
 Fort Beaufort Gateway Clinic,+27 46 645 1764,"Situated within Fort Beaufort Hospital Grounds, Bell Street, Fort Beaufort, Eastern Cape, 5720","-32.77773, 26.63583",-32.77773,26.63583
 Fort England Hospital,+27 46 622 7003,"York Street, Grahamstown, Eastern Cape, 6139","-33.31496, 26.53804",-33.31496,26.53804
 Fort Grey Clinic,+27 43 736 9326,"Close to East London Airport, Fort Grey, East London, Eastern Cape, 5201","-33.03442, 27.80974",-33.03442,27.80974
 Fort Grey TB Hospital,+27 43 736 9850,"Next to Farm Grey Dell Airport Phase 1, Fort Grey Location, Greenfields, Eastern Cape, 5201","-26.31044, 28.38633",-26.31044,28.38633
 Frankfort Clinic,+27 40 639 9900,"Next to Bisho Hospital, Komga Road, Bisho, Eastern Cape, 5605","-32.72026, 27.45267",-32.72026,27.45267
 Fransbury Clinic,+27 73 855 4151,"Near to Mtebele Junior Secondary School, Machibini Village, Queenstown, Eastern Cape, 5319","-31.89960, 26.87716",-31.89960,26.87716
 Frere Gateway Clinic,+27 43 711 1231,"Corner of Lennox and Amalinda Drive, Amalinda, East London, Eastern Cape, 5247","-32.99586, 27.89068",-32.99586,27.89068
 Frere Hospital,+27 43 709 1111,"Main Road, East London, Eastern Cape, 5201","-32.93944, 27.97684",-32.93944,27.97684
 Frontier Hospital,+27 45 808 4200,"2 Kingsway Avenue, Queenstown, Eastern Cape, 5319","-31.89015, 26.87304",-31.89015,26.87304
 Gelvandale Clinic,+27 41 506 2810,"Corner of Springbok and Bell Roads, Gelvandale, Port Elizabeth, Eastern Cape, 6020","-33.91652, 25.54914",-33.91652,25.54914
 Glenmore Clinic,+27 40 675 0188,"Near to Nompumelelo Hospital, Peddie, Eastern Cape, 5640","-33.20279, 27.11452",-33.20279,27.11452
 Gompo A Ndebe Clinic,+27 43 733 7613,"Near to Duncan Police Station, The Duncan Village, Ndende Street, Eastern Cape, 5209","-33.00773, 27.87677",-33.00773,27.87677
 Gompo B Ndebe Clinic,+27 43 733 4100,"Near to Qamba High School, Jwayi Street, Gompo Town, Pefferville, Eastern Cape, 5209","-33.01584, 27.86002",-33.01584,27.86002
 Gompo C Ndebe Clinic,+27 43 733 4138,"Near to the Red Cross, Jabavu Street, Gompo Town, Pefferville, Eastern Cape, 5209","-32.96257, 27.88748",-32.96257,27.88748
 Gonubie Clinic,+27 43 705 9736,"Seventh Street, Gonubie, East London, Eastern Cape, 5257","-32.94051, 28.02076",-32.94051,28.02076
 Govan Mbeki Clinic,+27 41 506 1861,"16778 Govan Mbeki Street, Govan Mbeki, Port Elizabeth, Eastern Cape, 6027","-33.86094, 25.53902",-33.86094,25.53902
 Gqebera Clinic,+27 41 506 1611,"Close to Walmer High Street, Yoyo Street, Walmer, Port Elizabeth, Eastern Cape, 6070","-31.51220, 28.03560",-31.51220,28.03560
 Graaff-Reinet Mobile 1 Clinic,+27 49 892 4137,"36 Church Street, Graaff-Reinet, Eastern Cape, 6280","-32.25328, 24.53646",-32.25328,24.53646
 Graaff-Reinet Mobile 2 Clinic,+27 49 892 4137,"36 Church Street, Graaff-Reinet, Eastern Cape, 6280","-32.25328, 24.53646",-32.25328,24.53646
 Greenfields Clinic,+27 43 736 6084,"Near to the Shopping Mall, Jan Smuts Street, East London, Eastern Cape, 5201","-33.03487, 27.86319",-33.03487,27.86319
 Greenville Gateway Clinic-Philani Clinic,+27 39 251 3009,"Situated within Greenville Hospital, Next to the Sugar Cane Plantation, Bizana, Eastern Cape, 4800","-31.59304, 29.37829",-31.59304,29.37829
 Grey Gateway Clinic,+27 43 642 2758,"Alexandra Road, King William's Town, Eastern Cape, 5601","-32.88000, 27.39581",-32.88000,27.39581
 Grey Provincial Hospital,+27 43 643 3300,"Lonsdale Road, King William's Town, Eastern Cape, 5601","-32.88321, 27.39684",-32.88321,27.39684
 Gustav Lamour Clinic,+27 41 506 3060,"23 Loerie Road, Despatch, Eastern Cape, 6220","-33.81715, 25.46382",-33.81715,25.46382
 Gxwederha Clinic,+27 60 564 5928,"Next to Sisonke Primary School,  Jani Location, Alice, Eastern Cape, 5700","-32.84161, 26.78648",-32.84161,26.78648
 Healing Hands Community Project,+27 41 585 4518,"53 Havelock Street, Central, Port Elizabeth, Eastern Cape, 6001","-33.96232, 25.61671",-33.96232,25.61671
 Helenvale Clinic,+27 41 506 3167,"Next to the Post Office, Gail Road, Port Elizabeth, Eastern Cape, 6001","-33.91079, 25.55592",-33.91079,25.55592
 Hewu Hospital,+27 40 841 0102,"Near to the Office of Works Department, Whittlesea, Eastern Cape, 5360","-32.17654, 26.82339",-32.17654,26.82339
 Ikamvalihle Clinic,+27 41 506 1060,"Corner of Nkwenkwezi and Jwara Streets, Motherwell, Port Elizabeth, Eastern Cape, 6211","-33.79504, 25.61324",-33.79504,25.61324
 Ikhwezi Women Support Centre,+27 45 843 2110,"14 Hemmington Street, Cathcart, Eastern Cape, 5310","-32.29717, 27.14266",-32.29717,27.14266
 Imidange Clinic,+27 40 635 0853,"Peelton Location, King William's Town, Eastern Cape, 5601","-32.89486, 27.41306",-32.89486,27.41306
 Indwe Hospital,+27 45 952 1030,"Graham Street, Indwe, Eastern Cape, 5445","-31.46909, 27.33800",-31.46909,27.33800
 Isilimela Hospital,+27 47 564 2805,"Next to Isilimela Junior Secondary School, Gomola, Port St Johns, Eastern Cape, 5120","-33.59215, 26.87938",-33.59215,26.87938
 Isolomzi Clinic,+27 41 977 5298,"3 Zimasa Street, Kwanobuhle, Uitenhage, Eastern Cape, 6242","-33.82534, 25.37541",-33.82534,25.37541
 Ithemba Family Support Centre,+27 87 944 7300,"1772 Robert Dennis Avenue, Tokyo Sexwale, Jeffreys Bay, Eastern Cape, 6330","-34.06394, 24.91494",-34.06394,24.91494
 Ithemba Lam,+27 41 583 3015,"72 Heather Gardens Square, Forest Hill, Port Elizabeth, Eastern Cape, 6001","-33.98185, 25.62840",-33.98185,25.62840
 Jabavu Street Clinic,+27 43 733 4138,"Next to Kosile Secondary School, Duncan Village, East London, Eastern Cape, 5201","-33.01269, 27.90036",-33.01269,27.90036
 Jamestown Provincial Hospital,+27 51 641 0911,"30 Hill Street, Jamestown, Eastern Cape, 9742","-33.28997, 27.47452",-33.28997,27.47452
 Jehovah Jireh Haven,+27 46 653 0487,"2 De Wet Street, Alexandria, Eastern Cape, 6185","-33.65485, 26.41224",-33.65485,26.41224
 Jerusalem Church in South Africa - Eastern Cape,+27 41 406 5761,"207 Mabope Street, Zwide, Port Elizabeth, Eastern Cape, 6201","-33.86385, 25.56418",-33.86385,25.56418
 Jerusalem Home Community-Based Care Centre,+27 78 992 2925,"50071 Gaika Street, Kwazakhele, Port Elizabeth, Eastern Cape, 6205","-33.88044, 25.57742",-33.88044,25.57742
 Joe Slovo Clinic,+27 41 506 1000,"Corner of Mzwandile and Andiswa Streets, Joe Slovo Township, Port Elizabeth, Eastern Cape, 6001","-33.56848, 26.89144",-33.56848,26.89144
 Joubertina Community Health Centre,+27 42 273 1531,"Corner of William Stewart and Ferreira Streets, Joubertina, Eastern Cape, 6410","-33.82609, 23.86540",-33.82609,23.86540
