name,telephone,adress,gps,lattitude,longitude
 Athlone Park Clinic,+27 31 904 1091,"4 Warner Road, Athlone Park, Amanzimtoti, KwaZulu-Natal, 4126","-30.01812, 30.91928",-32.92419,27.42365
 Austerville Halfway House,+27 31 468 6429,"24 Tuin Road, Austerville, KwaZulu-Natal, 4052","-29.94437, 30.97463",-32.92419,27.42365
 Austerville Occupational Clinic,+27 31 468 5961,"Tafta Hall, Austerville Drive, Austerville, Durban, KwaZulu-Natal, 4052","-29.94270, 30.97563",-32.92419,27.42365
 Azalea Clinic,+27 33 323 0006,"Azalea Sports Complex, Pietermaritzburg, KwaZulu-Natal, 3201","-29.60384, 30.37961",-32.92419,27.42365
 Azalea House,+27 31 201 9039,"39 Noble Road, Bulwer, Berea, KwaZulu-Natal, 4083","-29.85664, 31.00259",-32.92419,27.42365
 Balgowan Clinic,+27 33 234 4573,"Next to Michaelhouse, Balgowan, Howick, KwaZulu-Natal, 3275","-29.39500, 30.05583",-32.92419,27.42365
 Baniyena Clinic,+27 39 973 0922,"Next to the Police Station, Mobeni, Durban, KwaZulu-Natal, 4052","-30.11872, 30.58766",-32.92419,27.42365
 Baphumile Clinic,+27 39 684 7000,"Near to Baphumile School, Baphumile Location, Umzumbe, KwaZulu-Natal, 4225","-30.55292, 30.35442",-32.92419,27.42365
 Bay Cross Clinic,+27 35 787 0631,"Alumina Allee Street, Alton, Richards Bay, KwaZulu-Natal, 3900","-28.76640, 32.03362",-32.92419,27.42365
 Bayview Clinic,+27 31 400 5258,"224 Turnstone Avenue, Bayview, Chatsworth, KwaZulu-Natal, 4092","-29.92332, 30.91358",-32.92419,27.42365
 Beatrice Street Clinic,+27 31 309 6222,"23 Charlotte Maxeke Street, Durban, KwaZulu-Natal, 4001","-29.85170, 31.01798",-32.92419,27.42365
 Behold Your God Ministries,+27 82 398 0341,"51 Lahore Road, Northdale, Pietermaritzburg, KwaZulu-Natal, 3201","-29.56945, 30.39381",-32.92419,27.42365
 Belgrade Clinic,+27 83 490 4628,"Bizabonke, Pongola, KwaZulu-Natal, 3170","-27.26715, 31.28297",-32.92419,27.42365
 Benedictine Hospital,+27 35 831 7000,"Near to the Police Station, Main Road, Nongoma, KwaZulu-Natal, 3950","-27.89269, 31.63951",-32.92419,27.42365
 Bester Clinic,+27 31 503 1165,"Behind Bridge City Mall, Vezi Road, Ntuzuma, KwaMashu, KwaZulu-Natal, 4309","-29.72534, 30.98598",-32.92419,27.42365
 Betania Love in Action,+27 78 781 3407,"Next to Zamazama Tuck Shop, Betania Location, Port Shepstone, KwaZulu-Natal, 4240","-30.75032, 30.43336",-32.92419,27.42365
 Bethesda Hospital,+27 35 595 1004,"Ubombo Main Road, Ubombo, KwaZulu-Natal, 3970","-27.57411, 32.08210",-32.92419,27.42365
 Bethesda Mobile 1 Clinic,+27 35 595 1004,"Near to Ubombo Primary School, Ubombo Main Road, Ubombo, KwaZulu-Natal, 3970","-28.74574, 31.89127",-32.92419,27.42365
 Bethesda Mobile 2 Clinic,+27 79 316 5749,"Near to Ubombo Primary School, Ubombo Main Road, Ubombo, KwaZulu-Natal, 3970","-28.74574, 31.89127",-32.92419,27.42365
 Bethesda Mobile 3 Clinic,+27 76 989 0795,"Near to Ubombo Primary School, Ubombo Main Road, Ubombo, KwaZulu-Natal, 3970","-28.74574, 31.89127",-32.92419,27.42365
 Bhekabantu Clinic,+27 35 592 8010,"Next to Bhekabantu Primary School, Bhekabantu Location, Kwangwanase, KwaZulu-Natal, 3973","-26.51106, 27.86822",-32.92419,27.42365
 Bhekimindeni Multipurpose Community Centre,+27 72 631 5862,"2452 Kwadinabakubo, Molweni, KwaZulu-Natal, 3653","-29.73675, 30.86940",-32.92419,27.42365
 Bhekimpilo Health and Social Project,+27 73 077 4010,"Xolo Area, Mahlabathini, Ulundi, KwaZulu-Natal, 3938","-28.30076, 31.42906",-32.92419,27.42365
 Bhekumthetho Clinic,+27 34 933 0162,"Next to the Tribal Court, Bhekumthetho Location, Emondlo, Vryheid, KwaZulu-Natal, 3105","-27.97981, 30.71913",-32.92419,27.42365
 Bhekuzulu Clinic,+27 34 981 4892,"2625 Gama Street, Bhekuzulu, Vryheid, KwaZulu-Natal, 3100","-27.77656, 30.82191",-32.92419,27.42365
 Bhobhoyi Clinic,+27 39 687 7831,"Near to Mganka Primary School, Mganka, Port Shepstone, KwaZulu-Natal, 4240","-30.74127, 30.38568",-32.92419,27.42365
 Bhomela Clinic,+27 39 685 0176,"Opposite the Taxi Rank, Bhomela Location, Gamalakhe, Port Shepstone, KwaZulu-Natal, 4249","-30.76862, 30.33912",-32.92419,27.42365
 Blue Roof Clinic,+27 31 461 3101,"74 Lubbe Road, Austerville, Durban, KwaZulu-Natal, 4052","-29.94069, 30.98513",-32.92419,27.42365
 Bluff Clinic,+27 31 466 1970,"1302 Bluff Road, Fynnlands, Bluff, Durban, KwaZulu-Natal, 4052","-29.90042, 31.02605",-32.92419,27.42365
 Boyi Simelane Clinic,+27 31 909 0633,"1290 Ngcede Grove, Umlazi AA, Umlazi, KwaZulu-Natal, 4031","-29.97863, 30.86688",-32.92419,27.42365
 Brackenham Mobile Clinic,+27 35 798 1670,"Brackenham Community Centre, Brackenham, Richards Bay, KwaZulu-Natal, 3900","-28.72290, 32.04224",-32.92419,27.42365
 Braemar Clinic,+27 39 313 8009,"Nzimakwe Location, D1095 Road, Port Edward, KwaZulu-Natal, 4295","-31.05428, 30.22607",-32.92419,27.42365
 Bramhill Building Clinic,+27 33 394 6973,"140 Longmarket Street, Pietermaritzburg, KwaZulu-Natal, 3201","-29.60384, 30.37961",-32.92419,27.42365
 Bright Future for African Children and Women,+27 31 836 6634,"Office 404, Senton House, 22 Senton Road, Durban, KwaZulu-Natal, 4001","-29.86097, 31.02062",-32.92419,27.42365
 Brighton Beach and Bluff Victim Friendly Facility,+27 31 451 8060,"Situated within Brighton Beach Police Station, Dr Hoosen Haffajee Road, Brighton Beach, Durban, KwaZulu-Natal, 4052","-29.93548, 31.00659",-32.92419,27.42365
 Buchanana Clinic,+27 35 792 7046,"Next to Buchanana Municipality, Obuka Area, Empangeni, KwaZulu-Natal, 3880","-28.59237, 31.75950",-32.92419,27.42365
 Burlington Youth Development Organisation,+27 31 829 1466,"387 Burlington Drive, Burlington Heights, Queensburgh, KwaZulu-Natal, 4093","-29.89617, 30.88620",-32.92419,27.42365
 Busingatha Clinic,+27 36 438 9997,"Ebusingatha Area, Dukuza, Bergville, KwaZulu-Natal, 3350","-28.70648, 28.99807",-32.92419,27.42365
 Buxedene Clinic,+27 35 838 0296,"R618, Nongoma, KwaZulu-Natal, 3950","-28.00432, 31.85108",-32.92419,27.42365
 C'sters in Action,+27 78 195 5763,"14 Samson Place, Woodlands, KwaZulu-Natal, 4004","-29.91956, 30.95687",-32.92419,27.42365
 Caluza Clinic,+27 33 399 4362,"Near to Edendale Hospital, Caluza, Edendale, KwaZulu-Natal, 3217","-29.64548, 30.31143",-32.92419,27.42365
 Caluza Mobile 1 Clinic,+27 33 342 9252,"Iris Marwick College, Town Hill, Pietermaritzburg, KwaZulu-Natal, 3201","-29.58667, 30.37409",-32.92419,27.42365
 Caluza Mobile 2 Clinic,+27 33 342 9252,"Iris Marwick College, Town Hill, Pietermaritzburg, KwaZulu-Natal, 3201","-29.58667, 30.37409",-32.92419,27.42365
 Caluza Mobile 3 Clinic,+27 33 342 9252,"Iris Marwick College, Town Hill, Pietermaritzburg, KwaZulu-Natal, 3201","-29.58667, 30.37409",-32.92419,27.42365
 Caluza Mobile 4 Clinic,+27 33 342 9252,"Iris Marwick College, Town Hill, Pietermaritzburg, KwaZulu-Natal, 3201","-29.58667, 30.37409",-32.92419,27.42365
 Caneside Clinic,+27 31 505 1268,"175 Canehaven Drive, Caneside, Phoenix, KwaZulu-Natal, 4068","-29.68622, 31.01692",-32.92419,27.42365
 Care Network International,+27 31 500 2336,"2 Welham Place, Phoenix, Durban, KwaZulu-Natal, 4068","-29.70166, 30.98310",-32.92419,27.42365
 Careline Crises and Trauma Centre,+27 31 765 1314,"36 Assagay Road, Hillcrest, Pinetown, KwaZulu-Natal, 3610","-29.77428, 30.74909",-32.92419,27.42365
 Catherine Booth District Hospital,+27 35 474 8407,"KhwaKhoza Reserve, Amatikulu, KwaZulu-Natal, 3801","-28.99767, 31.47471",-32.92419,27.42365
 Catherine Booth Mobile Clinic,+27 35 474 8403,"Near to Amatikulu Sugar Mill, KwaKhoza Reserve, Amatikulu, KwaZulu-Natal, 3801","-29.12730, 31.56925",-32.92419,27.42365
 Cato Manor Community Health Centre,+27 31 261 4260,"25 Kalenden Road, Cato Manor, Durban, KwaZulu-Natal, 4001","-29.86151, 30.96857",-32.92419,27.42365
 Cato Manor Masibambisane - Keeping a Promise,+27 74 704 8053,"Off Wiggins Road, Cato Manor, Mayville, Durban, KwaZulu-Natal, 4091","-29.85080, 30.97289",-32.92419,27.42365
 Celimpilo Care and Gender Network,+27 33 330 3552,"35 Kwela Street, Howick, KwaZulu-Natal, 3290","-29.48563, 30.23467",-32.92419,27.42365
 Celukuthula Community Aid and Counselling Community Development,+27 83 756 3777,"Dube Village, Esikhawini, KwaZulu-Natal, 3887","-28.86905, 31.91456",-32.92419,27.42365
 Central City Clinic - Durban,+27 33 395 1390,"9 KE Masinga Road, Durban, KwaZulu-Natal, 4001","-29.60181, 30.38321",-32.92419,27.42365
 Centre of Hope Clinic - eThekwini Community Church,+27 31 304 3734,"78 Sylvester Ntuli Road, Durban, KwaZulu-Natal, 4001","-29.85230, 31.03459",-32.92419,27.42365
 Ceza Gateway Clinic,+27 35 832 0018,"Ceza Hospital, Echibini Road, Ceza, Nongoma, KwaZulu-Natal, 3866","-27.99713, 31.37694",-32.92419,27.42365
 Ceza Hospital,+27 35 832 5000,"Chibini Reserve, Ceza, KwaZulu-Natal, 3866","-27.97165, 31.40446",-32.92419,27.42365
 Charles James Hospital,+27 31 905 4222,"6 Sampukane Road, Ezimbokodweni, Umbogintwini, KwaZulu-Natal, 4126","-30.01382, 30.88147",-32.92419,27.42365
 Chatsworth and District Partnership Against AIDS,+27 31 401 6482,"18 Asteroid Avenue, Woodhurst, Chatsworth, KwaZulu-Natal, 4092","-29.90873, 30.90698",-32.92419,27.42365
 Chatsworth Clinic - Township Centre,+27 31 401 3180,"Unit 6, Main Street, Chatsworth Circle, Arena Park, Chatsworth, KwaZulu-Natal, 4092","-29.91094, 30.87953",-32.92419,27.42365
 Cheshire Homes South Africa - Chatsworth,+27 31 401 8281,"10 Equality Avenue, Croftdene, Chatsworth, KwaZulu-Natal, 4092","-29.91974, 30.88391",-32.92419,27.42365
 Cheshire Homes South Africa - Cheshire Village,+27 31 400 5303,"34 Turnstone Avenue, Bayview, Chatsworth, KwaZulu-Natal, 4036","-29.92268, 30.91363",-32.92419,27.42365
 Cheshire Homes South Africa - KwaZulu-Natal,+27 31 400 3477,"3436 Turnstone Avenue, Bayview, Chatsworth, KwaZulu-Natal, 4036","-29.92222, 30.91290",-32.92419,27.42365
 Cheshire Homes South Africa - Merewent,+27 31 468 1667,"15 Eksteen Road, Austerville, Merewent, KwaZulu-Natal, 4052","-29.94209, 30.97166",-32.92419,27.42365
 Cheshire Homes South Africa - Sparks Estate,+27 31 209 2852,"145 Mary Road, Sydenham, Durban, KwaZulu-Natal, 4091","-29.83707, 30.97755",-32.92419,27.42365
 Chesterville Clinic,+27 31 264 0090,"Corner of Road 3 and Booth Road, Chesterville, Durban, KwaZulu-Natal, 4091","-29.85772, 30.94992",-32.92419,27.42365
 Child Welfare South Africa - Amanzimtoti,+27 31 903 5171,"Corner of Khotha Mkhunya Road and Lewis Drive, Amanzimtoti, KwaZulu-Natal, 4126","-30.04445, 30.88343",-32.92419,27.42365
 Child Welfare South Africa - Chatsworth,+27 31 403 1256,"10 Rose Heights Road, Arena Park, Chatsworth, KwaZulu-Natal, 4092","-29.91549, 30.87658",-32.92419,27.42365
 Child Welfare South Africa - Dalton,+27 33 501 1110,"Old Main Road, Dalton, Greytown, KwaZulu-Natal, 3236","-29.64123, 30.34935",-32.92419,27.42365
 Child Welfare South Africa - Duffs Road/Inanda,+27 31 565 1622,"1 Falcon Road, Duffs Road, Durban North, KwaZulu-Natal, 4051","-29.74272, 31.00779",-32.92419,27.42365
 Child Welfare South Africa - Durban Children's Society,+27 31 312 9313,"20 Clarence Road, Greyville, Durban, KwaZulu-Natal, 4001","-29.83841, 31.01726",-32.92419,27.42365
 Child Welfare South Africa - Empangeni,+27 35 792 5358,"3 Jenner Road, Empangeni, KwaZulu-Natal, 3880","-26.51398, 27.87451",-32.92419,27.42365
 Child Welfare South Africa - Eshowe,+27 35 474 5673,"15 Patrick Street, Eshowe, KwaZulu-Natal, 3815","-28.89364, 31.46988",-32.92419,27.42365
 Child Welfare South Africa - Impendle,+27 33 996 0055,"Lopeni Road, Impendle, KwaZulu-Natal, 3228","-26.41282, 27.90024",-32.92419,27.42365
 Child Welfare South Africa - Inanda Satellite Office,+27 31 519 1547,"Plot 1, Uhlange Township Unit B, Inanda, Durban, KwaZulu-Natal, 4309","-29.80505, 31.00115",-32.92419,27.42365
 Child Welfare South Africa - KwaDukuza,+27 32 551 1922,"Corner of Cato and Jacaranda Streets, Stanger, KwaZulu-Natal, 4449","-29.34012, 31.29527",-32.92419,27.42365
 Child Welfare South Africa - KwaMashu,+27 31 503 1206,"House E768, Malandela Road, KwaMashu, KwaZulu-Natal, 4360","-29.74475, 30.98895",-32.92419,27.42365
 Child Welfare South Africa - KwaZulu-Natal,+27 31 577 2002,"9 Centre Road, Newlands, Marble Ray, KwaZulu-Natal, 4037","-29.79112, 30.99029",-32.92419,27.42365
 Child Welfare South Africa - Ladysmith,+27 36 631 4426,"362 Murchison Street, Ladysmith, KwaZulu-Natal, 3370","-28.55965, 29.78083",-32.92419,27.42365
 Child Welfare South Africa - Margate,+27 39 312 2015,"18 Uplands Road, Margate, KwaZulu-Natal, 4275","-30.86377, 30.36363",-32.92419,27.42365
 Child Welfare South Africa - Newcastle,+27 34 312 6228,"57 Paterson Street, Newcastle, KwaZulu-Natal, 2940","-27.76310, 29.93052",-32.92419,27.42365
 Child Welfare South Africa - Phoenix,+27 31 500 3671,"10 Featherstone Place, Whetstone, Phoenix, KwaZulu-Natal, 4068","-29.70695, 30.98904",-32.92419,27.42365
 Child Welfare South Africa - Pinetown/Highway,+27 31 701 3288,"35 Livingstone Road, Pinetown, KwaZulu-Natal, 3610","-29.81022, 30.86616",-32.92419,27.42365
 Child Welfare South Africa - Port Shepstone,+27 39 682 0073,"23 Connor Street, Port Shepstone, KwaZulu-Natal, 4240","-30.74088, 30.44996",-32.92419,27.42365
 Child Welfare South Africa - Richards Bay,+27 35 789 2640,"12 Weigelia Street, Richards Bay, KwaZulu-Natal, 3900","-28.74144, 32.06209",-32.92419,27.42365
 Child Welfare South Africa - Sibusiswe/Clermont,+27 31 707 1121,"House B124, Minkner Road, Clermont, Pinetown, KwaZulu-Natal, 3610","-28.74146, 30.89561",-32.92419,27.42365
 Child Welfare South Africa - Stanger,+27 32 551 2129,"Corner of Cato and Jacaranda Streets, KwaDukuza, KwaZulu-Natal, 4449","-29.34012, 31.29527",-32.92419,27.42365
 Child Welfare South Africa - Tongaat,+27 32 944 1514,"12 Tesco Drive, Potgieters Hill, Tongaat, KwaZulu-Natal, 4399","-29.56629, 31.11828",-32.92419,27.42365
 Child Welfare South Africa - Umzinto,+27 39 974 1872,"344 Minaret Road, Umzinto, KwaZulu-Natal, 4200","-30.30900, 30.66920",-32.92419,27.42365
 Child Welfare South Africa - Umzumbe,+27 39 972 1552,"Close to Gobhela Primary School, Sphofu Road, Hibberdene, KwaZulu-Natal, 4220","-26.50736, 27.86218",-32.92419,27.42365
 Child Welfare South Africa - Verulam,+27 32 533 1046,"5-7 Church Street, Mount Moreland, Verulam, KwaZulu-Natal, 4339","-29.63658, 31.08867",-32.92419,27.42365
 Child Welfare South Africa - Vryheid,+27 34 982 1197,"166 Landdrost Street, Vryheid, KwaZulu-Natal, 3100","-27.77142, 30.79747",-32.92419,27.42365
 Childline - KwaZulu-Natal Provincial Office,+27 31 312 0904,"123 Percy Osborne Road, Morningside, Durban, KwaZulu-Natal, 4001","-29.81862, 31.02447",-32.92419,27.42365
" Childline - National Head Office, KwaZulu-Natal",+27 31 201 2059,"24 Stephen Dlamini Road, Musgrave, Durban, KwaZulu-Natal, 4001","-29.84746, 30.99832",-32.92419,27.42365
 Childline - Pietermaritzburg,+27 33 394 5177,"383 Bulwer Street, Pietermaritzburg, KwaZulu-Natal, 3201","-29.60289, 30.38968",-32.92419,27.42365
 Childline - Umlazi,+27 31 907 8496,"Prince Mshiyeni Hospital, Comfort Zone, Mangosuthu Highway, Umlazi, KwaZulu-Natal, 4066","-29.95513, 30.93377",-32.92419,27.42365
 Children in Distress Network - Pietermaritzburg,+27 33 345 7994,"55 Jabu Ndlovu Street, Pietermaritzburg, KwaZulu-Natal, 3201","-29.60985, 30.37495",-32.92419,27.42365
 Choices for Life,+27 31 903 7359,"10 Nelson Road, Amanzimtoti, KwaZulu-Natal, 4126","-30.04897, 30.88056",-32.92419,27.42365
 Christ the King Hospital,+27 39 834 7500,"Peter Hauff Drive, Ixopo, KwaZulu-Natal, 3276","-30.16275, 30.07793",-32.92419,27.42365
 Christelike Maatskaplike Diens - Pinetown,+27 31 701 9988,"54 Mariannhill Road, Mariannhill, Pinetown, KwaZulu-Natal, 3610","-29.82053, 30.84815",-32.92419,27.42365
 Christelike Maatskaplike Diens - Vryheid,+27 34 981 3509,"180 Utrecht Street, Bhekuzulu, Vryheid, KwaZulu-Natal, 3100","-27.76075, 30.81103",-32.92419,27.42365
 Church of Scotland Hospital,+27 33 493 1000,"R33, Dundee Road, Tugela Ferry, KwaZulu-Natal, 3010","-28.74667, 30.45009",-32.92419,27.42365
 Chwezi Clinic,+27 35 835 0705,"Next to Mnqandi School, Chwezi Area, Nkandla, KwaZulu-Natal, 3855","-28.44757, 30.98991",-32.92419,27.42365
 Cinci Clinic,+27 35 551 0290,"Near to the Library, KwaMfolozi, KwaZulu-Natal, 3915","-28.47760, 32.11540",-32.92419,27.42365
 City Hospital,+27 31 314 3000,"83 Ismail C Meer Street, Durban, KwaZulu-Natal, 4001","-29.85119, 31.01490",-32.92419,27.42365
 Clairwood Hospital,+27 31 451 5000,"1 Higginson Highway, Mobeni, Durban, KwaZulu-Natal, 4060","-29.93579, 30.96076",-32.92419,27.42365
 Clairwood Mobile Clinic,+27 31 468 4308,"Sevsamaj Hall, Corner of Cherry and Persadh Roads, 140 Cherry Road, Clairwood, Durban, KwaZulu-Natal, 4052","-29.91482, 30.98510",-32.92419,27.42365
 Clermont Clinic,+27 31 707 5482,"1106 Twelfth Street, Clermont, Pinetown, KwaZulu-Natal, 3610","-29.79493, 30.89278",-32.92419,27.42365
 COCA - Creating Opportunities for Community Advancement,+27 31 700 5503,"90 Seventh Avenue, Ashley, Durban, KwaZulu-Natal, 3610","-29.83105, 30.83649",-32.92419,27.42365
 Commercial City Family Planning Clinic,+27 31 304 4836,"Shop 14, Commercial City, Dr AB Xuma Street, Durban, KwaZulu-Natal, 4001","-29.85681, 31.02208",-32.92419,27.42365
 Community Care Project Trust,+27 33 394 3350,"Opposite Russel High, 83 Chapel Street, Pietermaritzburg, KwaZulu-Natal, 3201","-29.60727, 30.37807",-32.92419,27.42365
 Community Law and Rural Development Centre - Adams Mission,+27 78 095 4874,"Adams Mission Huskin Community Hall, D995 Sheleni Road, Adams Mission, Amanzimtoti, KwaZulu-Natal, 4100","-30.03391, 30.82485",-32.92419,27.42365
 Community Law and Rural Development Centre - Amaoti,+27 78 095 4870,"Next to Amaoti Clinic and Tafta, Amaoti, Inanda, KwaZulu-Natal, 4110","-29.70279, 31.00484",-32.92419,27.42365
 Community Law and Rural Development Centre - Dondotha,+27 78 809 5486,"Kwambonambi, KwaZulu-Natal, 3915","-28.60382, 32.08659",-32.92419,27.42365
 Community Law and Rural Development Centre - Kwadlangezwa,+27 78 095 4840,"Empangeni, KwaZulu-Natal, 3880","-28.75322, 31.89351",-32.92419,27.42365
 Community Law and Rural Development Centre - KwaXimba,+27 78 095 4851,"Next to the Police Station, situated within KwaXimbal Tribal Court, Cato Ridge, KwaZulu-Natal, 3680","-29.66427, 30.62574",-32.92419,27.42365
 Community Law and Rural Development Centre - Limehill,+27 78 095 4853,"Limehill, Wasbank, KwaZulu-Natal, 2920","-28.43654, 30.24262",-32.92419,27.42365
 Community Law and Rural Development Centre - Madadeni,+27 78 095 4869,"Madadeni, Newcastle, KwaZulu-Natal, 2951","-27.74851, 30.03614",-32.92419,27.42365
 Community Law and Rural Development Centre - Mpukunyoni,+27 78 095 4879,"Mtubatuba, KwaZulu-Natal, 3935","-28.40593, 32.21433",-32.92419,27.42365
 Community Law and Rural Development Centre - Muden,+27 78 095 4868,"Muden, KwaZulu-Natal, 3251","-28.96667, 30.38333",-32.92419,27.42365
 Community Law and Rural Development Centre - Nkandla,+27 78 095 4856,"Situated within Nkandla Municipality, Maree Road, Nkandla, KwaZulu-Natal, 3855","-28.62228, 31.08940",-32.92419,27.42365
 Community Law and Rural Development Centre - Nongoma,+27 83 757 1932,"46 Star Place, Mariann Heights, KwaZulu-Natal, 3950","-29.85821, 30.82830",-32.92419,27.42365
 Community Law and Rural Development Centre - Nyathikazi,+27 78 095 4872,"KwaDukuza, Stanger, KwaZulu-Natal, 4450","-29.36697, 31.26600",-32.92419,27.42365
 Community Law and Rural Development Centre - Okhahlamba,+27 78 095 4880,"Bergville, KwaZulu-Natal, 3350","-28.73048, 29.35117",-32.92419,27.42365
 Community Law and Rural Development Centre - Port Dunford,+27 31 310 3579,"Next to the Community Hall, Port Dunford, KwaZulu-Natal, 3887","-28.92402, 31.83139",-32.92419,27.42365
 Community Law and Rural Development Centre - Qiko,+27 78 095 4875,"Scottburgh, Kwazulu-Natal, 4180","-30.32161, 30.68900",-32.92419,27.42365
 Community Law and Rural Development Centre - Rietvlei,+27 78 095 4863,"Staffords Post, Rietvlei, KwaZulu-Natal, 4686","-30.48689, 29.83195",-32.92419,27.42365
 Community Law and Rural Development Centre - Utrecht,+27 78 095 4837,"Utrecht, KwaZulu-Natal, 2980","-27.67117, 30.30895",-32.92419,27.42365
 Community Law and Rural Development Centre - Vryheid,+27 78 095 4842,"Vryheid, KwaZulu-Natal, 3100","-27.76542, 30.79246",-32.92419,27.42365
 Community Outreach Centre - St Mary's Hospital,+27 31 717 1024,"St Mary's Hospital, 1 Hospital Road, Mariannhill, Pinetown, KwaZulu-Natal, 3610","-29.84746, 30.82584",-32.92419,27.42365
 Community Policing Forum - Bellair Cluster,+27 31 451 2807,"18 Addison Road, Hillary, Durban, KwaZulu-Natal, 4094","-29.93650, 31.00579",-32.92419,27.42365
