name,telephone,adress,gps,lattitude,longitude
 Bophelong Region 2 Clinic,+27 11 261 1212,"3699 Freedom Drive, Ivory Park, Midrand, Gauteng, 1841","-23.83754, 29.39553",-32.92419,27.42365
 Bophelong Region 6 Municipal Clinic,+27 11 931 9001,"Stand 34755, Doornkop Block 11, Dobsonville, Gauteng, 1874","-26.24417, 27.80778",-32.92419,27.42365
 Bosmont Clinic,+27 11 474 3413,"Next to Coronation Hospital, Corner of Maraisburg and Griffith Roads, Bosmont, Johannesburg, Gauteng, 2093","-26.18438, 27.96397",-32.92419,27.42365
 Bosplaas Clinic,+27 12 710 4022,"Next to Caltex Garage, Plot 357, Hammanskraal, Gauteng, 0407","-25.41203, 28.26728",-32.92419,27.42365
 Botsalano Crisis Centre,+27 12 790 3304,"Situated within Soshanguve Community Health Centre, Stand 1834, Soshanguve Block BB, Soshanguve, Gauteng, 0152","-25.49410, 28.09198",-32.92419,27.42365
 Botshelong-Empilweni Private Hospital,+27 11 861 6200,"9 Sam Sekoati Avenue, Marimba Gardens Extension 9, Rusloo, Gauteng, 1475","-26.34260, 28.21629",-32.92419,27.42365
 Bramley's Children Haven,+27 12 460 9236,"77 Oats Street, Groenkloof, Pretoria, Gauteng, 0181","-25.78727, 28.21338",-32.92419,27.42365
 Bright Light of Hope,+27 82 050 9464,"20 Agapanthus Road, Leondale, Johannesburg, Gauteng, 1401","-26.30147, 28.17869",-32.92419,27.42365
 Bronkhorstspruit Clinic,+27 13 932 6283,"Stand 54, Corner of Mark and Botha Streets, Bronkhorstspruit, Gauteng, 1020","-25.80963, 28.74356",-32.92419,27.42365
 Bronkhorstspruit Mobile Clinic,+27 12 932 6283,"Stand 54, Corner of Mark and Botha Streets, Bronkhorstspruit, Gauteng, 1020","-25.81384, 28.74391",-32.92419,27.42365
 Bula Monyako Projects,+27 11 422 3563,"26 Bunyan Street, Benoni, Gauteng, 1501","-26.18715, 28.31276",-32.92419,27.42365
 Calibre Clinical Consultants (Pty) Ltd,+27 11 952 4300,"100 Handicap Road, Ruimsig, Roodepoort, Gauteng, 1737","-26.07674, 27.86157",-32.92419,27.42365
" Cancer Association of South Africa - Keurboom Care Home, Johannesburg",+27 11 624 1765,"473 Main Street, Belgravia, Johannesburg, Gauteng, 2094","-26.20335, 28.05453",-32.92419,27.42365
 Carletonville Hospital,+27 18 788 1700,"Corner of Anan and Falcon Streets, Carletonville, Gauteng, 2499","-26.34704, 27.39446",-32.92419,27.42365
 Catherine Robson Children's Home/Catherine Robson Kinderhuis - Vereeniging,+27 16 455 1733,"1 Joubert Street, Vereeniging, Gauteng, 1939","-26.67563, 27.92697",-32.92419,27.42365
 Centre for the Study of Violence and Reconciliation,+27 11 403 5650,"3rd Floor, 33 Hoofd Street, Braamfontein, Johannesburg, Gauteng, 2017","-26.19327, 28.03145",-32.92419,27.42365
 Charlotte Maxeke Johannesburg Academic Hospital,+27 11 488 4911,"16 Jubilee Road, Parktown, Johannesburg, Gauteng, 2193","-26.17688, 28.04478",-32.92419,27.42365
 Cheshire Homes South Africa - Soweto,+27 11 984 1702,"828 Roodepoort Road, Moroka, Tshiawelo, Gauteng, 1818","-26.28895, 27.87071",-32.92419,27.42365
 Chiawelo Community Health Centre,+27 11 984 3275,"1753 Rihlampfu Street, Lakeview, Tshiawelo, Gauteng, 1818","-26.27968, 27.86649",-32.92419,27.42365
 Child Welfare South Africa - Greater Alberton,+27 11 907 3004,"43 First Avenue, Alberton North, Alberton, Gauteng, 1449","-26.26023, 28.12945",-32.92419,27.42365
 Child Welfare South Africa - Greater Germiston,+27 11 825 3655,"28 Kinross Street, Germiston, Gauteng, 1401","-26.22152, 28.16722",-32.92419,27.42365
 Child Welfare South Africa - Johannesburg Institute of Social Services,+27 11 837 4151,"Corner of Queens Road and Battery Street, Mayfair, Johannesburg, Gauteng, 2092","-26.22993, 27.99371",-32.92419,27.42365
 Child Welfare South Africa - Kagiso,+27 11 410 1320,"3365 Themba Drive Central, Kagiso, Krugersdorp, Gauteng, 1754","-26.15961, 27.77686",-32.92419,27.42365
 Child Welfare South Africa - Kempton Park,+27 11 970 1814,"19 Maxwell Street, Kempton Park, Gauteng, 1619","-26.10357, 28.23738",-32.92419,27.42365
 Child Welfare South Africa - Meyerton,+27 16 362 1136,"2 Van der Bijl Street, Meyerton, Gauteng, 1961","-26.56367, 28.01296",-32.92419,27.42365
 Child Welfare South Africa - National Head Office Johannesburg,+27 11 452 4110,"247 Monument Road, Glen Marais, Kempton Park, Gauteng, 1619","-26.07702, 28.25381",-32.92419,27.42365
 Child Welfare South Africa - Pretoria and District,+27 12 374 3491,"220 Fourth Avenue, Laudium, Pretoria, Gauteng, 0037","-25.72623, 28.18550",-32.92419,27.42365
 Child Welfare South Africa - Tshwane,+27 12 460 6372,"77 Nicolson Street, Baileys Muckleneuk, Waterkloof, Gauteng, 0181","-25.76621, 28.22709",-32.92419,27.42365
 Childline - Gauteng Head Office,+27 11 645 2000,"3rd Floor, Memorial Institute for Child Health Development, 13 Joubert Street Extension, Parktown Extension, Johannesburg, Gauteng, 2193","-26.18626, 28.04093",-32.92419,27.42365
 Childline - Katlehong,+27 11 905 0920,"Katlehong Resource Centre, 842 Ramokupiopi Section, Katlehong, Gauteng, 1431","-26.36670, 28.14992",-32.92419,27.42365
 Childline - Sebokeng,+27 16 592 5327,"17 Moshoeshoe Street, Sebokeng, Gauteng, 1983","-26.57032, 27.83725",-32.92419,27.42365
 Children on the Move,+27 12 320 8650,"705 State Theatre, 320 Pretorius Street, Pretoria, Gauteng, 0002","-25.74781, 28.18979",-32.92419,27.42365
 Chris Hani Baragwanath Academic Hospital,+27 11 933 8000,"26 Chris Hani Raod, Diepkloof, Gauteng, 1862","-26.26186, 27.94250",-32.92419,27.42365
" Christelike-Maatskaplike Raad/Christian Social Council - Berg en Dal Pregnancy Crisis Centre, Queenswood",+27 12 333 0421,"Corner of Middle and Milk Streets, Groenkloof, Pretoria, Gauteng, 0181","-25.72729, 28.24418",-32.92419,27.42365
" Christelike-Maatskaplike Raad/Christian Social Council - Centre of Hope, Derdepoort",+27 12 800 3658,"128 Jurgens Street, Jan Niemandpark, Pretoria, Gauteng, 0186","-25.70449, 28.28408",-32.92419,27.42365
" Christelike-Maatskaplike Raad/Christian Social Council - Child Centre, Arcadia",+27 12 344 1291,"Next to DR Church, Corner of Church and Wessel Streets, Arcadia, Pretoria, Gauteng, 0007","-25.74474, 28.21175",-32.92419,27.42365
 Christelike-Maatskaplike Raad/Christian Social Council - Cullinan,+27 12 734 8000,"Section 37, Rayton, Gauteng, 1001","-25.74123, 28.53305",-32.92419,27.42365
 Christelike-Maatskaplike Raad/Christian Social Council - Daspoort,+27 12 379 5860,"492 Deneyssen Avenue, Mountain View, Pretoria, Gauteng, 0082","-25.71430, 28.12588",-32.92419,27.42365
 Christelike-Maatskaplike Raad/Christian Social Council - Elarduspark,+27 12 345 1144,"547 Frelon Street, Elarduspark, Pretoria, Gauteng, 0181","-25.83319, 28.26015",-32.92419,27.42365
" Christelike-Maatskaplike Raad/Christian Social Council - Jacobs Ladder, Moot",+27 12 331 3644,"615 Sixteenth Avenue, Rietfontein, Pretoria, Gauteng, 0084","-25.72638, 28.17611",-32.92419,27.42365
 Christelike-Maatskaplike Raad/Christian Social Council - Lyttelton,+27 12 664 0901,"Corner of Molteno Road and Van Riebeeck Avenue, Lyttelton, Centurion, Gauteng, 0157","-25.82264, 28.20903",-32.92419,27.42365
 Christelike-Maatskaplike Raad/Christian Social Council - Moreletapark,+27 12 997 8037,"1353 De Villibois Mareuil Drive, Moreletapark, Pretoria, Gauteng, 0181","-25.83349, 28.28988",-32.92419,27.42365
 Christelike-Maatskaplike Raad/Christian Social Council - Nelmapius,+27 12 361 4613,"Uniting Reformed Church, 4332 Long Drive, Nellmapius, Pretoria, Gauteng, 0122","-25.74389, 28.34929",-32.92419,27.42365
 Christelike-Maatskaplike Raad/Christian Social Council - Pretoria Central,+27 12 341 2318,"Situated within NGK Arcadia, Corner of Esselen and Bourke Streets, Sunnyside, Pretoria, Gauteng, 0002","-25.75412, 28.20924",-32.92419,27.42365
 Christelike-Maatskaplike Raad/Christian Social Council - Pretoria North,+27 12 333 0421,"377 Eufees Street, Pretoria North, Pretoria, Gauteng, 0182","-25.67278, 28.16269",-32.92419,27.42365
 Christelike-Maatskaplike Raad/Christian Social Council - Pretoria West,+27 12 386 1049,"103 Rod Street, Kwaggasrand, Pretoria West, Pretoria, Gauteng, 0183","-25.75832, 28.12118",-32.92419,27.42365
 Christelike-Maatskaplike Raad/Christian Social Council - Roodeplaat,+27 12 808 1455,"Roodeplaat Community Hall, Plot 171, Kameeldrift, Derdepoortpark, Pretoria, Gauteng, 0035","-25.65373, 28.31688",-32.92419,27.42365
 Christelike-Maatskaplike Raad/Christian Social Council - Valhalla,+27 12 654 6026,"Situated within DRC Wierda Park, 279 Piet Hugo Street, Wierda Park, Pretoria, Gauteng, 0157","-25.86439, 28.15280",-32.92419,27.42365
" Christelike-Maatskaplike Raad/Christian Social Council - Vos Community Centre, Sunnyside",+27 12 341 2318,"Next to NGK Harmonie, 116 Joubert Street, Sunnyside, Pretoria, Gauteng, 0002","-25.75339, 28.20079",-32.92419,27.42365
 Christelike-Maatskaplike Raad/Christian Social Council - Wonderboom,+27 12 567 4551,"Situated within DRC Overkruin, 65 Kameeldoring Avenue, Wonderboom, Pretoria, Gauteng, 0182","-25.68093, 28.20193",-32.92419,27.42365
 Chubby Chums - The Children's Home,+27 11 825 7773,"136 Cydonia Road, Primrose Hill, Germiston, Gauteng, 1401","-26.19716, 28.13250",-32.92419,27.42365
 Circle of Life HIV and AIDS Support Group,+27 12 806 5295,"215 Willie Swart Avenue, Pretoria, Gauteng, 0002","-25.71685, 28.31023",-32.92419,27.42365
 Claremont Clinic,+27 11 477 9936,"Corner of Princess Road and Clements Street, Montclare, Johannesburg, Gauteng, 2092","-26.17743, 27.95632",-32.92419,27.42365
 Clicks Pharmacy - Cedar Road,+27 11 467 7374,"Shop 22, Cedar Road Lifestyle Centre, Cedar Road, Fourways, Johannesburg, Gauteng, 2191","-26.01460, 27.99887",-32.92419,27.42365
 Clicks Pharmacy - Centurion,+27 12 663 4116,"Shop 234, Centurion Mall, Embarkment Road, Centurion, Gauteng, 0157","-25.86013, 28.18952",-32.92419,27.42365
 Clicks Pharmacy - Fourways Gardens,+27 11 465 1071,"Corner of Fourways Boulevard and Short Street, Fourways, Johannesburg, Gauteng, 2191","-26.20791, 28.05850",-32.92419,27.42365
 Clicks Pharmacy - Gezina,+27 12 335 9590,"Shop 26, Gezina Galleries, Michael Brink Street, Gezina, Pretoria, Gauteng, 0084","-25.71853, 28.23255",-32.92419,27.42365
 Clicks Pharmacy - Randburg,+27 11 789 7529,"Shop 63, Sanlam Centre, Oak Avenue, Randburg, Gauteng, 2194","-26.09306, 28.00230",-32.92419,27.42365
 Clicks Pharmacy - Rosebank Mews,+27 11 880 3825,"Shop U16, The Mews, Oxford Road, Rosebank, Johannesburg, Gauteng, 2196","-26.14865, 28.04466",-32.92419,27.42365
 Clicks Pharmacy - San Ridge Square,+27 11 318 0133,"Shop 25, San Ridge Square, Corner of Lever and New Roads, Midrand, Gauteng, 1682","-25.97800, 28.11845",-32.92419,27.42365
 Clicks Pharmacy - The Glen,+27 11 436 1275,"Shop M60, The Glen Shopping Centre, Boundary Road, The Glen, Johannesburg, Gauteng, 2190","-26.14671, 28.09485",-32.92419,27.42365
 Clinics 4 Jesus Mobile Clinic,+27 12 347 8499,"Castle Ridge Pharmacy, Waterkloof Ridge Lifestyle Centre, Corner of Lois and Nossob Streets, Erasmuskloof, Pretoria, Gauteng, 0181","-25.78368, 28.27730",-32.92419,27.42365
" Coalition of Anglican Children's Homes - St Nicholas, St Joseph and St George's Children's Home",+27 11 616 4015,"Coach House, Bishop Bavin School, Haley Road, Cleveland, Johannesburg, Gauteng, 2094","-25.73160, 28.27381",-32.92419,27.42365
 Community AIDS Response - Johannesburg,+27 11 728 0218,"26 Grant Avenue, Norwood, Johannesburg, Gauteng, 2192","-26.16168, 28.07511",-32.92419,27.42365
 Community-Based Prevention and Empowerment Strategies,+27 11 297 3320,"8955 Protea Boulevard, Protea Glen Extension 11, Protea Glen, Gauteng, 1834","-26.27274, 27.78513",-32.92419,27.42365
 Coram Deo Pastorale Sentrum,+27 12 998 9083,"457 Lea Street, Waterkloof Glen, Glenstantia, Gauteng, 0181","-25.79948, 28.27831",-32.92419,27.42365
 Crescent Haven,+27 11 854 5729,"35-37 Poppy Street, Lenasia Extension 3, Lenasia, Gauteng, 1827","-26.32579, 27.83998",-32.92419,27.42365
 Crescent of Hope South Africa,+27 11 854 1809,"137 Rose Avenue, Lenasia Extension 2, Lenasia, Gauteng, 1827","-26.32035, 27.82682",-32.92419,27.42365
 Crosby Clinic,+27 11 837 9119,"77 Ingelby Street, Crosby, Johannesburg, Gauteng, 2092","-26.24902, 28.00462",-32.92419,27.42365
 Crown Gardens Clinic,+27 11 433 2335,"Recreation Centre, Corner of Ulster and Mourne Streets, Crown Gardens, Johannesburg, Gauteng, 2091","-26.24870, 28.00356",-32.92419,27.42365
 Dansazania Home,+27 11 482 1721,"TMI Building, Old Children's Hospital, Joubert Street, Braamfontein, Johannesburg, Gauteng, 2001","-26.19504, 28.04178",-32.92419,27.42365
 Danville Clinic,+27 12 358 7423,"10 Transoranje Road, Danville Extension 1, Pretoria, Gauteng, 0183","-25.74273, 28.13510",-32.92419,27.42365
 Dark City Community Health Centre,+27 13 935 7027,"Stand 1107, Ekangala Extension F, Ekangala, Gauteng, 1021","-25.67501, 28.72655",-32.92419,27.42365
 Dark City Mobile Clinic,+27 13 930 0525,"Stand 452, Ekangala Extension F, Ekangala, Gauteng, 1021","-25.68184, 28.74014",-32.92419,27.42365
 Daveyton Community Health Centre,+27 11 999 6947,"9307 Empilisweni Street, Daveyton, Benoni, Gauteng, 1520","-26.15311, 28.41718",-32.92419,27.42365
 Daveyton East Clinic,+27 11 999 6915,"Stand 869, Chris Hani Extension 9, Reggie Street, Chris Hani, Daveyton, Gauteng, 1519","-26.12879, 28.44890",-32.92419,27.42365
 Davidsonville After-Care Centre,+27 82 210 4685,"Corner of Campbell and Manuel Streets, Davidsonville, Roodepoort, Gauteng, 1724","-26.15694, 27.85233",-32.92419,27.42365
 Davidsonville Clinic,+27 11 763 5932,"Corner of Minaar and Campbell Streets, Davidsonville, Roodepoort, Gauteng, 1724","-26.15463, 27.84892",-32.92419,27.42365
 De Wagensdrift Satellite Clinic,+27 12 735 9500,"Plot 78, De Wagensdrift, Cullinan, Gauteng, 1002","-25.51422, 28.52835",-32.92419,27.42365
 Department of Correctional Services - Tshwane,+27 12 420 0145,"East Block, 124 Church Street, Pretoria, Gauteng, 0002","-25.74650, 28.18731",-32.92419,27.42365
 Department of Correctional Services - Zonderwater,+27 12 420 0145,"1 Jacaranda Road, Cullinan, Gauteng, 1000","-25.71460, 28.27768",-32.92419,27.42365
 Department of Health - Gauteng,+27 11 355 3000,"22nd Floor, Bank of Lisbon Building, 37 Sauer Street, Marshalltown, Johannesburg, Gauteng, 2001","-26.20367, 28.03785",-32.92419,27.42365
 Department of Health - Marshalltown,+27 11 355 3392,"22nd Floor, Bank of Lisbon Building, 37 Sauer Street, Marshalltown, Johannesburg, Gauteng, 2001","-26.20367, 28.03785",-32.92419,27.42365
" Department of Justice and Constitutional Development - Office of the Family Advocate, Johannesburg",+27 11 333 3724,"13th Floor, Schreiner Chambers, 94 Pritchard Street, Johannesburg, Gauteng, 2001","-26.20307, 28.04584",-32.92419,27.42365
" Department of Justice and Constitutional Development - Office of the Family Advocate, Pretoria",+27 12 323 0760,"4th Floor, Centre Walk Building, Corner of Thabo Sehume and Pretorius Streets, Pretoria, Gauteng, 0001","-25.74447, 28.23829",-32.92419,27.42365
 Department of Justice and Constitutional Development - Pretoria,+27 12 315 1111,"Momentum Centre, 329 Pretorius Street, Pretoria, Gauteng, 0002","-25.74781, 28.18979",-32.92419,27.42365
 Department of Social Development - Johannesburg,+27 11 355 9200,"6th Floor, Perm Building, 69 Commissioner Street, Johannesburg, Gauteng, 2001","-26.20115, 28.07460",-32.92419,27.42365
 Department of Social Development National Office - Pretoria,+27 12 312 7500,"134 Pretorius Street, Pretoria, Gauteng, 0002","-25.74781, 28.18979",-32.92419,27.42365
 Dertig Clinic,+27 12 716 8957,"Makapastad Road, Temba, Gauteng, 0407","-25.37180, 28.23591",-32.92419,27.42365
 Diakonia AIDS Ministry,+27 11 932 3966,"833 Diokane Street, Central Western Jabavu, Pimville, Gauteng, 1809","-26.23862, 27.87198",-32.92419,27.42365
 Diepkloof Municipal Clinic,+27 11 985 1104,"3790 Marthinus Smuts Drive, Diepkloof Zone 3, Diepkloof, Gauteng, 1862","-26.24222, 27.95565",-32.92419,27.42365
 Diepsloot South Clinic,+27 11 464 7197,"Stand 5355, Diepsloot Extension 7, Bryanston, Gauteng, 2189","-25.92169, 28.01499",-32.92419,27.42365
 Dilopye Clinic,+27 12 710 2903,"Next to Molese Mmoke Primary School, Dilopye, Hammanskraal, Gauteng, 0427","-25.38296, 28.19353",-32.92419,27.42365
 Dilotse Clinic,+27 12 710 2903,"Next to Molese Mooke Primary School, Stand 192, Hammanskraal, Gauteng, 0407","-25.41203, 28.26728",-32.92419,27.42365
 Dipalesa Day and Night Care,+27 76 194 5573,"Stand 4612, Phomolong Extension 6, Mamelodi East, Mamelodi, Gauteng, 0122","-25.71404, 28.37447",-32.92419,27.42365
 Discoverer's Community Health Centre,+27 11 674 1200,"35 Clarendon Drive, Discovery, Florida, Gauteng, 1709","-26.16657, 27.89440",-32.92419,27.42365
 Don Mattera Child and Youth Care Centre,+27 11 723 9200,"Corner of First Avenue and Fourth Street, Edenvale, Gauteng, 1609","-26.23908, 28.17569",-32.92419,27.42365
