name,telephone,adress,gps,lattitude,longitude
 Child and Adolescence Psychiatry Unit,+27 21 685 4103,"46 Sawkins Road, Rondebosch, Western Cape, 7700","-33.95255, 18.48243",-32.92419,27.42365
 Child Welfare South Africa - Bredasdorp,+27 28 424 1580,"82 Brand Street, Bredasdorp, Western Cape, 7280","-34.53112, 20.04809",-32.92419,27.42365
 Child Welfare South Africa - Heidelberg,+27 28 722 2396,"Geldenhuys Road, Heidelberg, Western Cape, 6665","-34.10363, 20.96127",-32.92419,27.42365
 Child Welfare South Africa - Hermanus,+27 28 313 0830,"10 Malva Street, Hermanus, Western Cape, 7200","-34.42059, 19.21492",-32.92419,27.42365
 Child Welfare South Africa - Kleinmond,+27 28 271 4044,"Protea Road, Kleinmond, Western Cape, 7195","-34.33933, 19.01630",-32.92419,27.42365
 Child Welfare South Africa - Lamberts Bay,+27 27 432 2639,"5 Pietersen Street, Lamberts Bay, Western Cape, 8130","-32.09801, 18.30649",-32.92419,27.42365
 Child Welfare South Africa - Oudtshoorn,+27 44 279 2837,"144 High Street, Bridgton, Oudtshoorn, Western Cape, 6625","-34.47234, 19.89732",-32.92419,27.42365
 Child Welfare South Africa - Paarl,+27 21 862 6182,"2 Mackier Street, Paarl East, Paarl, Western Cape, 7646","-33.73336, 18.99997",-32.92419,27.42365
 Christine Revell Children's Home,+27 21 697 1748,"Huntley Street, Athlone, Cape Town, Western Cape, 7764","-33.96608, 18.50002",-32.92419,27.42365
 Citrusdal Hospital,+27 22 921 2153,"Vrede Street, Citrusdal, Western Cape, 7340","-32.59889, 19.01703",-32.92419,27.42365
 City of Cape Town HIV and AIDS Workplace Programme,+27 21 400 2630,"Ground Floor, Podium Block, Civic Centre, 12 Hertzog Boulevard, Cape Town, Western Cape, 8001","-33.92109, 18.43047",-32.92419,27.42365
 Clanwilliam Clinic,+27 27 482 1692,"1 Sipres Avenue, Clanwilliam, Western Cape, 8135","-32.18839, 18.89318",-32.92419,27.42365
 Clanwilliam Hospital,+27 27 482 2166,"Ou Kaapse Way, Clanwilliam, Western Cape, 8135","-32.18281, 18.89074",-32.92419,27.42365
 Cloetesville Community Health Centre,+27 21 883 2676,"Corner of Tennant and Bell Street, Tennantville, Stellenbosch, Western Cape, 7600","-33.92197, 18.85546",-32.92419,27.42365
 Community Builders,+27 73 264 9689,"16 Hamerkop Street, Murraysburg, Western Cape, 6995","-33.66681, 19.43926",-32.92419,27.42365
 Community Survivors Outreach Forum,+27 21 697 4756,"22 Fourteenth Avenue, Hazendal, Athlone, Western Cape, 7764","-33.95663, 18.50553",-32.92419,27.42365
 Community Workers for the People,+27 21 692 3811,"11 Athry Walk, Hanover Park, Cape Town, Western Cape, 7780","-33.99166, 18.52783",-32.92419,27.42365
 Constantiaberg Medi-Clinic,+27 21 799 2911,"Burnham Road, Plumstead, Western Cape, 7800","-34.02368, 18.46348",-32.92419,27.42365
 Cotlands - Western Cape,+27 21 857 3758,"5 Ray Street, Macassar, Somerset West, Western Cape, 7130","-34.06419, 18.76878",-32.92419,27.42365
 Creating Effective Families - Mossel Bay,+27 44 693 1092,"Basement, Municipal Clinic Building, 9 George Road, Mossel Bay, Western Cape, 6506","-34.18111, 22.14096",-32.92419,27.42365
 D'Almeida Clinic,+27 44 693 0003,"Strand Street, D'Almeida, Mossel Bay, Western Cape, 6506","-34.17589, 22.11670",-32.92419,27.42365
 Delft Day Hospital,+27 21 954 2237,"Corner of Delft Main Road and Leiden Main Road, Voorbrug, Eerste River, Western Cape, 7100","-26.13188, 27.84070",-32.92419,27.42365
" Department of Justice and Constitutional Development, Office of the Family Advocate - Cape Town",+27 21 426 1216,"10th Floor, 55 Union Castle Building, Corner of House Street and St George's Mall, Cape Town, Western Cape, 8001","-33.92249, 18.42150",-32.92419,27.42365
" Department of Justice and Constitutional Development, Office of the Family Advocate - Worcester",+27 23 347 1238,"67 High Street, Worcester, Western Cape, 6850","-33.64358, 19.44680",-32.92419,27.42365
 Diep River Community Health Clinic,+27 21 712 9850,"17 Schaay Road, Diep River, Cape Town, Western Cape, 7800","-34.03400, 18.46674",-32.92419,27.42365
 Dirkie Uys Community Health Centre,+27 21 590 1655,"Corner of Church Street and Dingle Road, Goodwood, Western Cape, 7460","-33.91045, 18.54997",-32.92419,27.42365
 Dirkie Uys Satellite Clinic - Franschhoek,+27 21 876 2172,"Dirkie Uys Street, Franschhoek, Western Cape, 7690","-33.90976, 19.12001",-32.92419,27.42365
 Dr Abdurahman Community Health Centre,+27 21 637 9071,"Corner of Ebbehout and Eland Streets, Kewtown, Athlone, Cape Town, Western Cape, 7764","-34.05676, 18.44625",-32.92419,27.42365
 Dr Rhoda Private Practice,+27 21 387 2551,"Close to Merrydale Shopping Centre, Ryan Mendelin Street, Mitchells Plain, Cape Town, Western Cape, 7785","-33.91821, 18.42982",-32.92419,27.42365
 Durbanville Medi-Clinic,+27 21 980 2100,"45 Wellington Road, Durbanville, Cape Town, Western Cape, 7550","-34.00930, 18.46760",-32.92419,27.42365
 Eerste River Hospital,+27 21 902 8000,"Perm Gardens, 1 Humbolt Street, Eerste River, Western Cape, 7100","-33.99729, 18.71907",-32.92419,27.42365
 Elandsbaai Clinic,+27 22 972 1680,"School Street, Elands Bay, Piketberg, Western Cape, 8110","-32.31509, 18.33181",-32.92419,27.42365
 Eljada Mission Station,+27 83 655 7988,"Sandheuwel Farm, Vredenburg, Western Cape, 7380","-34.03289, 18.52656",-32.92419,27.42365
 Elsies River Community Health Centre,+27 21 931 0211,"Corner of Twenty Ninth Avenue and Halt Road, Elsies River, Matroosfontein, Western Cape, 7490","-33.93167, 18.57756",-32.92419,27.42365
 False Bay Hospital,+27 21 782 1121,"Seventeenth Avenue, Valleyland, Fish Hoek, Western Cape, 7975","-34.13179, 18.41606",-32.92419,27.42365
 False Bay Hospital Antiretroviral (ARV) Clinic,+27 21 782 1121,"Seventeenth Avenue, Fish Hoek, Cape Town, Western Cape, 7975","-34.13253, 18.41612",-32.92419,27.42365
 Families South Africa - Karoo,+27 44 272 7020,"57 Church Street, Oudtshoorn, Western Cape, 6625","-33.58622, 22.18767",-32.92419,27.42365
 Families South Africa - Outeniqua,+27 44 874 5811,"68 Meade Street, George, Western Cape, 6529","-33.95851, 22.45915",-32.92419,27.42365
 FASMA Karoo,+27 44 272 7020,"57 Church Street, Oudtshoorn, Western Cape, 6625","-33.58622, 22.18767",-32.92419,27.42365
 Fikelela,+27 21 367 0089,"23069 Christmas Tinto Street, Mandela Park, Khayelitsha, Western Cape, 7784","-34.04691, 18.69210",-32.92419,27.42365
 Franschhoek Hospice,+27 21 876 3085,"23A La Rochelle Street, Franschhoek, Western Cape, 7690","-33.91014, 19.12036",-32.92419,27.42365
 Free Gender - Cape Town,+27 21 362 9491,"44873 Sunzu Crescent, Makhaza, Khayelitsha, Western Cape, 7784","-34.03961, 18.67218",-32.92419,27.42365
 Friemersheim Clinic,+27 44 696 6819,"Kretzen Street, Friemersheim, Great Brak River, Western Cape, 6526","-33.95306, 22.14417",-32.92419,27.42365
 Gansbaai Clinic,+27 28 384 1917,"Main Street, Gansbaai, Western Cape, 7220","-34.58983, 19.35128",-32.92419,27.42365
 GF Jooste Provincial Hospital,+27 21 690 1000,"Duinefontein Road, Manenberg, Gatesville, Western Cape, 7764","-33.98461, 18.55817",-32.92419,27.42365
 Global Vision of Hope,+27 21 904 0800,"Shop 7, Teen Challenge Building, Melton Rose, Eerste River, Western Cape, 7100","-33.94313, 18.58855",-32.92419,27.42365
 God Cares International,+27 44 878 0980,"37 Lynx Crescent, Delville Park, Pacaltsdorp, Western Cape, 6529","-34.00720, 22.44178",-32.92419,27.42365
 Graafwater Clinic,+27 27 422 1309,"Cedar Street, Graafwater, Clanwilliam, Western Cape, 8120","-32.16111, 18.60588",-32.92419,27.42365
 Grabouw Community Health Clinic,+27 21 859 1301,"Old Cape Road, Grabouw, Western Cape, 7160","-34.10555, 18.38791",-32.92419,27.42365
 Grandmothers against Poverty and AIDS,+27 21 361 8326,"House J415, Qabake Crescent, Khayelitsha, Western Cape, 7784","-34.03711, 18.65392",-32.92419,27.42365
 Greyton Clinic,+27 28 254 9887,"Park Street, Greyton, Western Cape, 7233","-34.04211, 19.61370",-32.92419,27.42365
 Groote Schuur Hospital,+27 21 404 9111,"Corner of Main Road and Hospital Drive, Observatory, Cape Town, Western Cape, 7925","-33.94104, 18.46172",-32.92419,27.42365
 Gugulethu Community Health Centre - Cape Town,+27 21 637 1280,"Corner NY3 and NY78, Gugulethu, Cape Town, Western Cape, 7750","-33.98937, 18.57216",-32.92419,27.42365
 Hanover Park Day Hospital,+27 21 691 6648,"Corner of Surran and Hamlyn Streets, Hanover Park, Cape Town, Western Cape, 7780","-33.99408, 18.52745",-32.92419,27.42365
 Hawston Clinic,+27 28 315 2063,"79 George Viljoen Street, Hawston, Hermanus, Western Cape, 7202","-34.38591, 19.13542",-32.92419,27.42365
 Heaven's Nest Child Care and Recreation Centre,+27 21 703 9781,"16 Edward Road, Ottery, Cape Town, Western Cape, 7800","-34.02241, 18.52242",-32.92419,27.42365
 Heideveld Clinic,+27 21 637 8033,"Heideveld Road, Heideveld, Athlone, Western Cape, 7764","-33.96565, 18.55302",-32.92419,27.42365
 Heideveld Community Health Care Centre,+27 21 637 8056,"Heideveld Road, Heideveld, Athlone, Western Cape, 7764","-33.96565, 18.55302",-32.92419,27.42365
 Helderberg Hospital,+27 21 852 1334,"Helderberg, Western Cape, 8000","-34.07472, 18.86583",-32.92419,27.42365
 Helderberg Society for the Aged,+27 21 852 5130,"121 Lourensford Road, Somerset West, Western Cape, 7130","-34.07829, 18.86708",-32.92419,27.42365
 Hermanus Hospital,+27 28 312 1166,"Hospital Road, Hermanus, Western Cape, 7200","-34.42267, 19.22833",-32.92419,27.42365
 Home from Home,+27 21 761 7251,"73 Main Road, Plumstead, Cape Town, Western Cape, 7806","-34.02371, 18.46663",-32.92419,27.42365
 Homes for Kids in South Africa,+27 21 785 7317,"1576 Skina Road, Masiphumelele, Fish Hoek, Western Cape, 7975","-34.12919, 18.37873",-32.92419,27.42365
 Hope House Counselling Centre,+27 21 715 0424,"14 Silver Hurst Way, Bergvliet, Cape Town, Western Cape, 7945","-34.05034, 18.45856",-32.92419,27.42365
 Hottentots Holland Hospital,+27 21 850 4700,"Corner Lourensford and Hospital Roads, Somerset West, Western Cape, 7130","-34.07585, 18.85783",-32.92419,27.42365
 Ichibi Single Mothers,+27 72 949 9979,"19820 Ruth First Crescent, Mandela Park, Khayelitsha, Western Cape, 7784","-34.05262, 18.67790",-32.92419,27.42365
 ILitha Labantu - Provincial Head Office,+27 21 633 2383,"26A NY22, Gugulethu, Cape Town, Western Cape, 7750","-33.98039, 18.56814",-32.92419,27.42365
 James House Child and Youth Care Centre,+27 21 790 5616,"6 Riverside Terrace, Hout Bay, Cape Town, Western Cape, 7806","-34.02049, 18.36575",-32.92419,27.42365
 Kannaland Municipality - Ladismith,+27 28 551 1023,"32 Church Street, Ladismith, Western Cape, 6655","-33.49295, 21.26552",-32.92419,27.42365
 Karl Bremer Hospital,+27 21 918 1911,"Corner of Mike Pienaar Boulevard and Frans Conradie Avenue, Bellville South, Bellville, Western Cape, 7530","-33.89183, 18.60803",-32.92419,27.42365
 Kensington Day Hospital,+27 21 593 1150,"85 Sixth Avenue, Kensington, Maitland, Western Cape, 7405","-33.91309, 18.50442",-32.92419,27.42365
 Kibwe Kids,+27 21 889 8160,"Oude Molen, Distillery Road, Onderpapegaaiberg, Stellenbosch, Western Cape, 7600","-33.93885, 18.83757",-32.92419,27.42365
 Klein Karoo Medi-Clinic,+27 44 272 0111,"185 Church Street, Oudtshoorn, Western Cape, 6625","-33.66837, 22.08227",-32.92419,27.42365
 Kleinmond Clinic,+27 28 271 5807,"Protea Road, Kleinmond, Western Cape, 7195","-34.33933, 19.01630",-32.92419,27.42365
 Knysna Hospital,+27 44 302 8400,"Main Street, Knysna, Western Cape, 6571","-34.03680, 23.05857",-32.92419,27.42365
 Knysna Municipality,+27 44 302 6300,"5 Clyde Street, Knysna, Western Cape, 6571","-34.03744, 23.05072",-32.92419,27.42365
 Kogmanskloof Clinic,+27 23 615 2252,"Corner of Jacaranda and Coronation Avenue, Ashton, Western Cape, 6715","-33.83345, 20.04404",-32.92419,27.42365
 Koinonia Welfare and Development Programme,+27 21 906 0800,"Dahlia Street, Sarepta, Kuils River, Western Cape, 7580","-33.93998, 18.66381",-32.92419,27.42365
 Ladismith Hospital (Alan Blyth),+27 28 551 1010,"Ladismith, Western Cape, 8000","-33.48722, 21.26889",-32.92419,27.42365
 Laingsburg Clinic,+27 23 551 1390,"Voortrekker Road, Laingsburg, Western Cape, 6900","-33.19444, 20.85028",-32.92419,27.42365
 Laingsburg Mobile Clinic,+27 23 551 1390,"Voortrekker Road, Laingsburg, Western Cape, 6900","-33.48672, 19.66048",-32.92419,27.42365
 Langebaan Clinic,+27 22 772 0017,"Antonio Sieni Road, Langebaan, Western Cape, 7357","-33.08249, 18.03871",-32.92419,27.42365
 Lapa Munnik Hospital,+27 22 931 2140,"6 Voortrekker Street, Porterville, Western Cape, 6810","-33.01821, 18.99422",-32.92419,27.42365
 Leeu Gamka Clinic,+27 23 521 2124,"Corner of Duiker and Gousblom Streets, Leeu-Gamka, Beaufort West, Western Cape, 6950","-32.76722, 21.96778",-32.92419,27.42365
 LifeLine Centre - Garden Route,+27 44 343 2769,"12 Hertzog Street, Sedgefield, Western Cape, 6573","-34.01766, 22.77774",-32.92419,27.42365
 LifeLine/Childline - Western Cape,+27 21 461 1113,"66 Roeland Street, Cape Town, Western Cape, 8001","-33.92944, 18.42172",-32.92419,27.42365
 LifeLine/Childline Counselling Centre - Wynberg,+27 21 762 8198,"38 Fleming Road, Wynberg, Cape Town, Western Cape, 7800","-34.01237, 18.46791",-32.92419,27.42365
 Linawo Children's Home,+27 21 531 2301,"21 Rhone Road, Pinelands, Cape Town, Western Cape, 7405","-33.93470, 18.51789",-32.92419,27.42365
 Lorraine Joja and the Sive Nathi Home - Blackheath,+27 21 905 6048,"59 Robert Street, Gaylee, Blackheath, Western Cape, 7580","-33.97380, 18.70713",-32.92419,27.42365
 Malmesbury Community Day Centre,+27 22 482 2996,"1 Disa Street, Heidelberg, Western Cape, 6665","-34.42074, 19.19103",-32.92419,27.42365
 Margaret's House,+27 21 797 0233,"61 Rouxton Road, Lansdowne, Cape Town, Western Cape, 7780","-33.99371, 18.50348",-32.92419,27.42365
 Masiphumelele Sport and Rehabilitation Club,+27 21 785 2442,"Ukhanyo Sport Building, Scarborough, Fish Hoek, Western Cape, 7975","-34.13450, 18.42803",-32.92419,27.42365
 Masithandane,+27 44 343 2110,"Graceland, Milkwood Road, Sedgefield, Western Cape, 6573","-34.02559, 22.81286",-32.92419,27.42365
 Masizame Children's Shelter,+27 44 533 6640,"Xipula Street, Kwa-Nokothula, Plettenberg Bay, Western Cape, 6600","-34.05696, 23.37206",-32.92419,27.42365
 Matthew Goniwe Clinic,+27 21 362 6101,"29 Kwahlana Road, Macassar, Khayelitsha, Western Cape, 7784","-34.05589, 18.78356",-32.92419,27.42365
 Melkbosstrand Clinic,+27 21 553 2499,"Robben Road, Melkbosstrand, Cape Town, Western Cape, 7441","-33.71731, 18.44732",-32.92419,27.42365
 Merweville Clinic,+27 23 501 4026,"151 Huguenot Street, Merweville, Beaufort West, Western Cape, 6940","-32.66172, 21.51594",-32.92419,27.42365
 Merweville Mobile Clinic,+27 23 501 4026,"151 Huguenot Street, Merweville, Beaufort West, Western Cape, 6940","-32.66172, 21.51594",-32.92419,27.42365
 Mitchells Plain Community Advice and Development Project,+27 21 392 2000,"Room 13, 1st Floor, OGS Building, Town Centre, Corner of First and Fourth Avenues, Eastridge, Mitchells Plain, Western Cape, 7785","-29.04305, 23.76361",-32.92419,27.42365
 Mitchells Plain Community Health Centre,+27 21 392 5161,"First Avenue, Eastridge, Mitchells Plain, Western Cape, 7785","-34.05004, 18.62418",-32.92419,27.42365
 Mitchells Plain Crisis Line,+27 21 391 2594,"Room 8, Foshini Building, Minute Lane, Mitchells Plain, Western Cape, 7785","-33.91821, 18.42982",-32.92419,27.42365
 Mitchells Plain Hospital,,"Mitchells Plain, Cape Town, Western Cape, 8000","-34.02665, 18.61584",-32.92419,27.42365
 Montagu Hospital,+27 23 614 8100,"Hospital Street, Montagu, Western Cape, 6720","-33.79756, 20.12292",-32.92419,27.42365
 Montana Clinic,+27 23 231 1320,"Church Street, Wolseley, Western Cape, 6830","-33.42208, 19.20418",-32.92419,27.42365
 Monte Vista Clinic,+27 21 558 1030,"16 Diaz Street, Monte Vista, Cape Town, Western Cape, 7460","-33.87719, 18.55858",-32.92419,27.42365
 Moorreesburg Municipality,+27 22 433 1666,"Corner of Loop and Hoof Streets, Moorreesburg, Western Cape, 7310","-33.77653, 25.37844",-32.92419,27.42365
 Mosaic Training and Service Healing Centre for Women,+27 21 761 7585,"66 Ottery Road, Wynberg, Cape Town, Western Cape, 7800","-34.01265, 18.47948",-32.92419,27.42365
 Mossel Bay Hospital,+27 44 691 2011,"Twelfth Avenue, Mossel Bay, Western Cape, 6506","-34.18698, 22.12825",-32.92419,27.42365
 Mossel Bay Municipality,+27 44 606 5000,"101 Marsh Street, Mossel Bay, Western Cape, 6506","-34.18271, 22.14703",-32.92419,27.42365
 Mount Pleasant Clinic,+27 28 312 1536,"50 Heide Street, Hermanus, Western Cape, 7200","-34.41517, 19.21293",-32.92419,27.42365
 Murraysburg Clinic,+27 49 844 0021,"Corner of Pienaar and Leeb Streets, Murraysburg, Western Cape, 6995","-31.96250, 23.76917",-32.92419,27.42365
 Murraysburg Hospital,+27 49 844 0053,"Leeb Street, Murraysburg, Western Cape, 6995","-31.96278, 23.76850",-32.92419,27.42365
 National Association of Child Care Workers - Mfesane,+27 22 713 2793,"16 Voortrekker Street, Vredenburg, Western Cape, 7380","-32.91269, 17.99137",-32.92419,27.42365
 Nelson Mandela Metropolitan University Campus Health Services - Saasveld Campus,+27 44 801 5062,"Saasveld Road, Eden, George, Western Cape, 6529","-33.96770, 22.48997",-32.92419,27.42365
 Netcare Christiaan Barnard Memorial Hospital,+27 21 441 0000,"25 DF Malan Street, Foreshore, Cape Town, Western Cape, 8001","-33.91801, 18.43032",-32.92419,27.42365
 Netcare N1 City Hospital,+27 21 590 4444,"Louwtjie Rothman Street, Goodwood, Western Cape, 7460","-33.89263, 18.56265",-32.92419,27.42365
 Netreg Clinic,+27 21 694 1733,"Corner of Bonteheuwel Street and Jakkelsvlei Lane, Langa, Cape Town, Western Cape, 7455","-33.94863, 18.56034",-32.92419,27.42365
 New Birth Community Outreach Centre,+27 21 905 6014,"44 Amstelveen Street, Austinville, Blackheath, Western Cape, 7580","-33.96154, 18.50762",-32.92419,27.42365
 New Dawn,+27 21 637 3070,"3 Disa Court, Cape Town, Western Cape, 8000","-32.89568, 18.76074",-32.92419,27.42365
 New Somerset Hospital,+27 21 402 6911,"Corner of Portswood and Beach Roads, Green Point, Western Cape, 8005","-33.90499, 18.41709",-32.92419,27.42365
 Nkqaba House and Cultural Centre,+27 82 957 6524,"31379 Cekeca Road, Makhaza, Khayelitsha, Western Cape, 7784","-34.04840, 18.70235",-32.92419,27.42365
 Nolungile Community Health Centre,+27 21 387 1107,"Solomon Tshuku Street, Khayelitsha Site C, Khayelitsha, Western Cape, 7784","-34.01495, 18.64990",-32.92419,27.42365
 Nonceba Family Counselling Centre,+27 21 364 0135,"29 Tanga Street, Eyethu, Khayelitsha, Western Cape, 7784","-34.03646, 18.67013",-32.92419,27.42365
 Northpine Clinic,+27 21 981 4319,"Northpine Road, Brackenfell, Cape Town, Western Cape, 7560","-33.87100, 18.71079",-32.92419,27.42365
 Op die Berg Clinic,+27 23 317 0380,"Symphony Avenue, Groenheuwel, Paarl, Western Cape, 7646","-33.69746, 18.99281",-32.92419,27.42365
 Otto du Plessis Hospital,+27 28 424 1167,"Corner of Dorpsig and Riebeeck Streets, Bredasdorp, Western Cape, 7820","-34.53633, 20.03367",-32.92419,27.42365
 Oudtshoorn Hospital,+27 44 203 7200,"Park Road, Oudtshoorn, Western Cape, 6625","-33.85900, 18.63929",-32.92419,27.42365
 P Section Children's Network,+27 21 361 1504,"P98 Bonga Drive, Macassar, Khayelitsha, Western Cape, 7784","-34.02466, 18.66518",-32.92419,27.42365
 Paarl Hospital,+27 21 860 2500,"Corner of Hospital Street and Bergrivier Boulevard, Paarl, Western Cape, 7646","-29.66279, 17.88310",-32.92419,27.42365
 Pacaltsdorp Clinic,+27 44 878 0427,"Mission Street, Pacaltsdorp, George, Western Cape, 6529","-34.01683, 22.46106",-32.92419,27.42365
 Patch Helderberg Child Abuse Centre,+27 21 852 6110,"Corner of Dummer Street and Dorhill Close, Somerset West, Western Cape, 7130","-34.07454, 18.84531",-32.92419,27.42365
 Paternoster Satellite Clinic,+27 22 752 2195,"60 St Augustine Street, Paternoster, Vredenburg, Western Cape, 7381","-32.80948, 17.88979",-32.92419,27.42365
 Pentech Clinic,+27 21 959 6403,"Symphony Way, Bellville, Cape Town, Western Cape, 7530","-33.94210, 18.63527",-32.92419,27.42365
 Porterville Clinic,+27 22 931 2711,"Voortrekker Road, Malmesbury, Western Cape, 7300","-33.46548, 18.72896",-32.92419,27.42365
 Porterville Mobile Clinic,+27 22 931 2711,"Voortrekker Road, Porterville, Western Cape, 6810","-33.90541, 18.58898",-32.92419,27.42365
 Prince Albert Advice Office,+27 23 541 1340,"4 Loop Street, Prince Albert, Western Cape, 6930","-33.20927, 22.02366",-32.92419,27.42365
 Prince Albert Mobile Clinic,+27 23 541 1730,"Adderley Street, Prince Albert, Western Cape, 6930","-33.22614, 22.03140",-32.92419,27.42365
 Protea Psycho-social Support,+27 73 636 7470,"1192 Calcrete Street, Lutville, Western Cape, 8165","-31.54817, 18.34669",-32.92419,27.42365
 Radie Kotze Hospital,+27 22 913 1175,"Main Road, Piketberg, Western Cape, 7320","-32.90244, 18.76525",-32.92419,27.42365
 Rainbow of Hope Place of Safety,+27 21 591 6610,"49 Alice Street, Goodwood, Western Cape, 7460","-33.90071, 18.54643",-32.92419,27.42365
 Rape Crisis - Helderberg,+27 21 852 5620,"Corner of Hospital and Batavia Streets, Somerset West, Western Cape, 7130","-34.09188, 18.85361",-32.92419,27.42365
 Rape Crisis Cape Town Trust - Khayelitsha,+27 21 361 9085,"89 Msobomvu Drive, Elitha Park, Khayelitsha, Western Cape, 7784","-34.04763, 18.66442",-32.92419,27.42365
 Rape Crisis Cape Town Trust - Observatory,+27 21 447 1467,"23 Trill Road, Observatory, Cape Town, Western Cape, 7925","-33.93919, 18.46910",-32.92419,27.42365
 Ravensmead Community Health Centre,+27 21 936 8758,"Florida Street, Ravensmead, Belhar, Western Cape, 7943","-33.92476, 18.59670",-32.92419,27.42365
 Rawsonville Clinic,+27 23 349 1410,"1 Uit Street, De Nova, Rawsonville, Worcester, Western Cape, 6845","-33.69056, 19.31833",-32.92419,27.42365
 Retreat Clinic,+27 21 712 0310,"138 Eleventh Avenue, Retreat, Cape Town, Western Cape, 7945","-34.05854, 18.48043",-32.92419,27.42365
