name,telephone,adress,gps,lattitude,longitude
 Childline - Mpumalanga,+27 13 752 2770,"Suite 402, Medchem Building, 14 Marshall Street, The Village, Nelspruit, Mpumalanga, 1218","-25.93094, 29.22356",-32.92419,27.42365
 Children of the Dawn - Bushbuckridge,+27 13 799 1934,"D21, Shangaan Hill Trust, Bushbuckridge, Mpumalanga, 1280","-29.81404, 30.63643",-32.92419,27.42365
 Choice of God Warriors,+27 13 656 5562,"Stand 180, eMalahleni, Mpumalanga, 1039","-25.87278, 29.25532",-32.92419,27.42365
 Chrissiesmeer/Kwachibikhulu Clinic,+27 17 847 0349,"Near to the Municipal Offices, Chrissiesmeer, Ermelo, Mpumalanga, 2332","-26.27710, 30.22420",-32.92419,27.42365
 Christelike-Maatskaplike Raad/Christian Social Council - Carolina,+27 17 843 1805,"9 Church Street, Carolina, Mpumalanga, 1185","-26.06797, 30.11341",-32.92419,27.42365
 Christelike-Maatskaplike Raad/Christian Social Council - Delmas,+27 13 665 2535,"Corner of Sixth Street and Fourth Avenue, Delmas Extension, Delmas, eMalahleni, Mpumalanga, 2210","-26.09174, 28.10875",-32.92419,27.42365
 Christelike-Maatskaplike Raad/Christian Social Council - eMkhondo,+27 17 826 3422,"Corner of Church and Smith Streets, eMkhondo, Mpumalanga, 2380","-31.40407, 23.12281",-32.92419,27.42365
 Christelike-Maatskaplike Raad/Christian Social Council - Ermelo,+27 17 811 2424,"Situated within the Dutch Reformed Church, Jan van Riebeeck Street, Ermelo, Mpumalanga, 2351","-26.52024, 29.98323",-32.92419,27.42365
 Christelike-Maatskaplike Raad/Christian Social Council - Lydenburg,+27 13 235 2407,"15 Burger Street, Lydenburg, Mpumalanga, 1120","-25.09208, 30.45383",-32.92419,27.42365
 Christelike-Maatskaplike Raad/Christian Social Council - Volksrust,+27 17 735 5808,"Situated within the Dutch Reformed Church, 26 Joubert Street, Jubapark Extension 2, Volksrust, Mpumalanga, 2470","-27.36696, 29.87886",-32.92419,27.42365
 Clau-Clau Clinic,+27 13 796 1521,"Next to Gwalaza Cafe, Clau-Clau Village, Kabokweni, White River, Mpumalanga, 1245","-27.23580, 30.90210",-32.92419,27.42365
 Clicks Pharmacy - Highveld Mall,+27 13 692 4072,"Shop 21, Highveld Mall, President Avenue, eMalahleni, Mpumalanga, 1034","-25.47062, 30.97801",-32.92419,27.42365
 Clicks Pharmacy - Midwater,+27 13 244 2604,"Shop 20, Midwater Centre, Corner of Keiskamma Drive and Oranje Street, Aerorand, Middelburg, Mpumalanga, 1055","-28.89500, 21.98167",-32.92419,27.42365
 Cork Clinic,+27 13 708 6047,"Next to the Mthethwa Shop and Mkhombeni School, Mkhuhlu, Hazyview, Mpumalanga, 1246","-24.95608, 31.31081",-32.92419,27.42365
 Cottondale Clinic,+27 13 795 0647,"Near to Moses Mnisi High School, Cottondale, Acornhoek, Mpumalanga, 1360","-24.61628, 31.14894",-32.92419,27.42365
 Cottondale Mobile Clinic,+27 83 546 0279,"Next to Moses High School, Cottondale, Acornhoek, Mpumalanga, 1360","-24.59930, 31.04893",-32.92419,27.42365
 Cunningmoore Clinic,+27 13 708 7916,"Next to James Khosa High School, Cunningmoore Village, Bushbuckridge, Mpumalanga, 1280","-24.89967, 31.21433",-32.92419,27.42365
 Daggakraal Advice Centre,+27 72 092 8054,"Next to Thembalokuphila Clinic, Stand 2, Daggakraal, Vlakpoort, Volksrust, Mpumalanga, 2491","-25.48249, 29.01992",-32.92419,27.42365
 Daggakraal Clinic,+27 17 753 9033,"Next to Daggakraal Library, Stand 262, Vlakpoort, Volksrust, Mpumalanga, 2491","-27.36892, 29.88516",-32.92419,27.42365
 Davel Clinic,+27 17 647 8910,"Stand 280, Kwadela, Davel, Bethal, Mpumalanga, 2320","-26.46120, 29.66110",-32.92419,27.42365
 Department of Correctional Services - Mpumalanga,+27 13 712 9531,"Prison Farm, 1 Kruger Road, Barberton, Mpumalanga, 1300","-26.19675, 28.58782",-32.92419,27.42365
" Department of Health - HIV, AIDS and STI Programme, Mpumalanga",+27 13 766 0136,"Ground Floor, Building 3, 7 Government Boulevard, Riverside Park Extension 2, Nelspruit, Mpumalanga, 1201","-33.69905, 25.79842",-32.92419,27.42365
 Department of Health - Nelspruit,+27 13 766 3414,"17 Hope Street, Nelspruit, Mpumalanga, 1201","-25.47314, 30.98160",-32.92419,27.42365
" Department of Justice and Constitutional Development, Office of the Family Advocate - Nelspruit",+27 13 752 3652,"3 Marloth Street, Nelspruit, Mpumalanga, 1201","-25.47720, 30.97955",-32.92419,27.42365
" Department of Justice and Constitutional Development, Office of the Family Advocate - Vosman",+27 13 698 0527,"Opposite the new Mall, Mathew Phosa Drive, Vosman, eMalahleni, Mpumalanga, 1034","-25.86666, 29.12526",-32.92419,27.42365
 Department of Social Development - Elukwatini,+27 17 883 0251,"Stand 12, Public Works 2, Elukwatini, Belfast, Mpumalanga, 1192","-25.69732, 30.02788",-32.92419,27.42365
 Derby / Rustplaas Clinic,+27 17 826 6931,"Next to Mbilo High School, De Rustplass Village, Piet Retief, Mpumalanga, 2380","-26.87930, 30.74360",-32.92419,27.42365
 Diepdale Clinic,+27 17 889 5121,"Diepdale Main Road, Salebona Section C, Ermelo, Mpumalanga, 2341","-26.46190, 30.79940",-32.92419,27.42365
 Dingledale Clinic,+27 13 773 9908,"Next to the Department of Agriculture Offices, Dingledale, Acornhoek, Mpumalanga, 1360","-24.68174, 31.17591",-32.92419,27.42365
 Diphalane Community Health Centre,+27 12 721 4997,"Pankop Village, 615 Motsha Street, Pankop, Mpumalanga, 0414","-25.16761, 28.41661",-32.92419,27.42365
 Dirkiesdorp Clinic,+27 17 730 6913,"Stand 141, Vaal Bank Road, Dirkiesdorp, eMkhondo, Mpumalanga, 2386","-27.17724, 30.40280",-32.92419,27.42365
 Dludluma Clinic,+27 13 780 8000,"Near to the shop, Main Road, Dludluma, Skukuza, Mpumalanga, 1356","-25.08880, 30.77859",-32.92419,27.42365
 Dr G Khosa - Dakei Centre,+27 82 423 1556,"Nhlamulo Medical Suites, Hazyview, Mpumalanga, 1242","-25.04500, 31.12895",-32.92419,27.42365
 Driefontein Community Health Centre,+27 17 820 5211,"Next to the Taxi Rank, New Stand, Driefontein, Secunda, Mpumalanga, 2302","-26.50564, 29.19587",-32.92419,27.42365
 Driekoppies Clinic,+27 13 787 0003,"Next to Schoeman Police Station, Driekoppies, Rebone, Mpumalanga, 0617","-25.70565, 31.55993",-32.92419,27.42365
 Drigopales Clinic,+27 13 787 0002,"Building 3, 7 Government Boulevard, Riverside Park Extension 2, Nelspruit, Mpumalanga, 1201","-33.69905, 25.79842",-32.92419,27.42365
 Drs DM Lamula and ME Mkhabela - Kabokweni Medical Suites,+27 13 796 2142,"Kabokweni Medical Suites, Kabokweni Road, Mpumalanga, 1245","-25.34543, 31.12665",-32.92419,27.42365
 Dundonald Community Health Centre,+27 17 887 5768,"Next to Simunye Primary School, Stand E117, Dundonald, Ermelo, Mpumalanga, 2336","-26.23690, 30.82840",-32.92419,27.42365
 Dwaleni Clinic,+27 13 796 9112,"Next to Kruger Airport, Dwaleni Location, Kabokweni, White River, Mpumalanga, 1245","-25.36040, 31.09710",-32.92419,27.42365
 Dwarsloop Clinic,+27 13 797 4908,"Next to Masana High School, Dwarsloop Village, Bushbuckridge, Mpumalanga, 1208","-24.78649, 31.10664",-32.92419,27.42365
 Edinburgh Clinic,+27 13 773 9907,"Next to Malamule High School, Edinburgh Village, Acornhoek, Mpumalanga, 1360","-25.25861, 31.54639",-32.92419,27.42365
 Eerstehoek Clinic,+27 17 883 0012,"Stand 242, Main Road, Elukwatini, Belfast, Mpumalanga, 1192","-26.05140, 30.79800",-32.92419,27.42365
 Ekurhuleni Centre for Orphans and Vulnerable Children,+27 73 385 3932,"Near to Funjwa Primary School, Tintswalo, Acornhoek, Mpumalanga, 1360","-24.57552, 31.07429",-32.92419,27.42365
 Ekuthuleni Home-Based Care,+27 17 683 0057,"Stand No 967, Extension 11, Lebohang, Leandra, Mpumalanga, 2265","-26.37946, 28.92026",-32.92419,27.42365
 Embalenhle Community Health Centre,+27 17 685 4080,"Stand 4066, Fono Sibiya Drive, Embalenhle Extension 4, Embalenhle, Mpumalanga, 2285","-26.55260, 29.08299",-32.92419,27.42365
 Embhuleni District Hospital,+27 17 883 0104,"40B Nhlazatshe Deep Road, Elukwatini, Belfast, Mpumalanga, 1192","-26.04502, 30.84049",-32.92419,27.42365
 eMkhondo Clinic,+27 17 824 1342,"Opposite Kenville Complex, Pretoria Street, eMkhondo, Mpumalanga, 2380","-26.36934, 28.87876",-32.92419,27.42365
 eMkhondo Hospital,+27 17 824 1200,"Church Street, eMkhondo, Mpumalanga, 2380","-27.02971, 30.80916",-32.92419,27.42365
 Empilweni Home-Based Care,+27 72 074 4450,"489 Cetchwayo Street, Thankukukhanya, Piet Retief, Mpumalanga, 2380","-27.02446, 30.79246",-32.92419,27.42365
 Empilweni Multi-Purpose Centre,+27 79 186 9092,"Ward 11, 513 Sidu Street, Ethandokukhanya, eMkhondo, Mpumalanga, 2380","-27.02373, 30.78546",-32.92419,27.42365
 Empumelelweni Community Health Centre,+27 13 695 8900,"Stand 5961, Thembi Lirutig Street, Empumelelweni, Kwaguqa Extension 10, eMalahleni, Mpumalanga, 1039","-25.84273, 29.06799",-32.92419,27.42365
 Emthonjeni Clinic,+27 17 811 3607,"873 Mabuza Street, Wesselton, Ermelo, Mpumalanga, 2351","-26.50714, 29.97091",-32.92419,27.42365
 Entokozweni Home-Based Care,+27 79 537 7583,"Ward 4, Stand 9511, Hlalanikahle Extension 1, eMalahleni, Witbank, Mpumalanga, 1039","-25.87660, 29.21424",-32.92419,27.42365
 Entombe Clinic,+27 34 995 9956,"Next to Zardile Combined School, Entombe Village, Piet Retief, Mpumalanga, 2380","-27.28590, 30.75620",-32.92419,27.42365
 Ermelo Hospital,+27 17 811 2031,"1 Joubert Street, Ermelo, Mpumalanga, 2351","-26.52211, 29.97626",-32.92419,27.42365
 Ethandokukhanya Clinic,+27 83 667 9130,"Next to Sithulu Community Hall, Ethandokukhanya, eMkhondo, Mpumalanga, 2380","-27.02542, 30.77082",-32.92419,27.42365
 Evander Hospital,+27 17 632 2211,"Corner of Bologna and Lausanne Roads, Evander, Mpumalanga, 2280","-26.46854, 29.11898",-32.92419,27.42365
 Evander Municipal Clinic,+27 17 632 2268,"Corner of Bologna and Lausanne Roads, Evander, Mpumalanga, 2280","-26.46729, 29.11852",-32.92419,27.42365
 Ezamokuhle Clinic,+27 17 753 1509,"Polangwana Road, Amersfoort, Mpumalanga, 2490","-27.00053, 29.85042",-32.92419,27.42365
 Eziweni Clinic,+27 13 794 2757,"Near to Thuthukani Street, Luphisa, Kanyamazane, Mpumalanga, 1217","-25.41138, 31.27471",-32.92419,27.42365
 Families South Africa - Nelspruit,+27 61 960 1549,"8 Bester Street, Nelspruit, Mpumalanga, 1201","-25.47086, 30.97565",-32.92419,27.42365
 Families South Africa - Secunda,+27 17 631 1593,"Stand 103B, Besterecta Housing, Nelson Mandela Drive, Silkaatskop, Secunda, Mpumalanga, 2302","-26.52372, 29.19105",-32.92419,27.42365
 Fernie 1 Clinic,+27 17 888 0830,"Near to the Police Station, Fernie 2, Fernie, Mpuluzi, Mpumalanga, 2342","-26.41578, 30.77988",-32.92419,27.42365
 Fernie 2 Clinic,+27 17 888 0823,"Near to the Police Station, Fernie 2, Fernie, Mpuluzi, Mpumalanga, 2342","-26.41578, 30.77988",-32.92419,27.42365
 Figtree Clinic,+27 13 782 0205,"Stand 091F, Hoyi, Kwalugedlane, Mpumalanga, 1348","-25.31349, 31.10313",-32.92419,27.42365
 Foster Care and Widower Home-Based Care,+27 79 124 0244,"Next to Gavazana Primary School, Ward 27, Newington C, Lillydale, Ximhungwe, Mpumalanga, 1281","-24.86722, 31.36750",-32.92419,27.42365
 Glenmore Clinic,+27 17 887 5773,"Stand 1264, Glenmore, Dundonald, Mpumalanga, 2336","-33.14268, 26.85843",-32.92419,27.42365
 Glenthorpe Clinic,+27 13 712 6612,"Glenthorpe Village, 20 Shongwe Street, Barberton, Mpumalanga, 1300","-25.73020, 30.84280",-32.92419,27.42365
 Glory Hill Clinic,+27 13 767 1267,"Situated within the Community Hall, Rocky Rapid Street, Graskop, Mpumalanga, 1270","-24.93993, 30.83959",-32.92419,27.42365
 Goederede Clinic,+27 13 983 8927,"268 Hamilton Street, Nelspruit, Mpumalanga, 1201","-25.30710, 29.07440",-32.92419,27.42365
 Greater Nelspruit Rape Intervention Programme,+27 13 752 4404,"17 Etnke Street, Nelspruit, Mpumalanga, 1200","-25.47557, 30.99269",-32.92419,27.42365
 Greylingstad Clinic,+27 17 778 0243,"600 Main Street, Greylingstad, Mpumalanga, 2415","-26.74620, 28.74930",-32.92419,27.42365
 Grootvlei Community Health Centre,+27 17 779 0079,"Near to Topsy Foundation, Princo Road, Grootvlei, Mpumalanga, 2420","-26.80420, 28.50230",-32.92419,27.42365
 Gutshwa Clinic,+27 13 796 4126,"Corner of Julukani and Clinic Roads, Gutshwa, Kabokweni, Mpumalanga, 1247","-25.30900, 31.15150",-32.92419,27.42365
 HA Grove District Hospital,+27 13 253 1184,"Duggan Street, Belfast, Mpumalanga, 1100","-24.96900, 30.04431",-32.92419,27.42365
 Haakdoringlaagte Clinic,+27 13 973 9153,"Next to Lehlabile Secondary School, Ga Maria Village, Ditlhokwe, Skilpadfontein, Mpumalanga, 0431","-24.96900, 28.87080",-32.92419,27.42365
 Harmony Hill Clinic - Sabie,+27 13 764 4909,"19 John Street, Harmony Hill, Sabie, Mpumalanga, 1260","-25.09989, 30.78945",-32.92419,27.42365
 Hazyview Clinic,+27 13 737 7191,"Close to the Private Testing Ground, Tarentaal Lane, Hazyview, Mpumalanga, 1242","-25.03474, 31.14514",-32.92419,27.42365
 Helping Hands Home-Based Care,+27 73 145 3418,"Ward 1, Msukaligwa Local Municipality Offices, 871 Mabuza Street, Ermelo, Mpumalanga, 2351","-25.87609, 29.17808",-32.92419,27.42365
 Hlalanikahle Clinic,+27 13 698 2004,"Stand 1683, Hlalanikahle Extension 3, Emalahleni, Mpumalanga, 1039","-25.84630, 29.12340",-32.92419,27.42365
 Hluvukani Clinic,+27 13 775 0002,"Manyeleti Road, Hluvukani, Mpumalanga, 1363","-24.64844, 31.34747",-32.92419,27.42365
 Hluvukani Community Home-Based Care,+27 73 411 6107,"Ward 33, Stand 673, Manyeleti Road, Hluvukani, Mpumalanga, 1364","-24.67537, 31.44587",-32.92419,27.42365
 Hope Home-Based Care,+27 72 970 5429,"Ward 16, 10 Bruinders Street, Kinross, Evander, Mpumalanga, 2270","-25.47302, 30.98068",-32.92419,27.42365
 Idalia Satellite Clinic,+27 17 826 6942,"Corner of Kerk and Kruger Streets, Mkhondo, Piet Retief, Mpumalanga, 2380","-26.89000, 30.63000",-32.92419,27.42365
 Inkululeko Home-Based Care,+27 79 781 0301,"Stand 513, Kasibhejane Location, Komatipoort, Mpumalanga, 1340","-25.43658, 31.95394",-32.92419,27.42365
 Isiphephelo Home-Based Care,+27 17 686 5988,"Next to Paulina Morapeli Clinic, Ward 13, Stand 23146, Mbalentle Extension 21, Mbalentle, Evander, Mpumalanga, 2285","-26.46888, 29.10855",-32.92419,27.42365
 Islington Clinic,+27 13 735 5055,"Next to the Main Road, Islington Village, Hazyview, Mpumalanga, 1242","-24.62078, 31.25633",-32.92419,27.42365
 Iswepe Community Health Centre,+27 17 820 5062,"Kwakheta Village, Next to Community, Piet Retief, Mpumalanga, 2380","-26.84560, 30.52752",-32.92419,27.42365
 Jeppes Reef Home-Based Care,+27 79 162 0663,"Stand 1219, Jeppes Reef Trust, Shongwe Mission, Malelane, Mpumalanga, 1331","-25.45966, 31.53630",-32.92419,27.42365
 Jeppes Reef Primary Health Care,+27 13 781 0547,"Next to Buyene Primary School, Jeppes Reef Village, Bosfontein, Shongwe Mission, Mpumalanga, 1331","-25.72060, 31.46690",-32.92419,27.42365
 Jerusalem Clinic,+27 13 788 4272,"Next to Chila Shopping Complex, Jerusalem, Hazyview, Mpumalanga, 1242","-25.04947, 31.12898",-32.92419,27.42365
 Jim Brown Clinic,+27 13 708 0017,"Next to Cargo Inn Shop, Bushbuckridge, Mpumalanga, 1280","-29.81404, 30.63643",-32.92419,27.42365
 Joy Home-Based Care,+27 72 102 3951,"Situated within Clau-Clau Clinic, Ward 35, Kabokweni, White River, Mpumalanga, 1245","-25.32763, 31.02670",-32.92419,27.42365
 Justicia Clinic,+27 13 708 7910,"Next to Babati Primary School, Justicia, Mpumalanga, 1289","-24.88037, 31.41301",-32.92419,27.42365
 Kaapmuiden Clinic,+27 13 726 0007,"Next to the BP Garage, Kaapmuiden Farm, Barberton, Mpumalanga, 1300","-25.78644, 31.05000",-32.92419,27.42365
 Kaapschehoop Clinic,+27 82 962 4980,"Next to the Store, Kwa Mahewu Village, Barberton, Mpumalanga, 2420","-25.60517, 30.87117",-32.92419,27.42365
 Kabokweni Clinic,+27 13 796 1315,"1362 Kabokweni Road, Kabokweni, White River, Mpumalanga, 1245","-25.33653, 31.14493",-32.92419,27.42365
 Kalkfontein Clinic,+27 14 739 0074,"Next to The Tribal Office, Mzingala Section, Katjibane Village, 599 Zimbali Street, Modimolle, Mpumalanga, 0517","-25.00040, 28.62690",-32.92419,27.42365
 Kameelpoortnek Clinic,+27 13 947 0095,"Stand 11, Sun City A Location, Mpuluzi, Mpumalanga, 2335","-26.30110, 30.77498",-32.92419,27.42365
 Kameelrivier B Clinic,+27 13 941 0219,"Next to the Post Office, Kameel Rivier Village, 1350 Thuthuka Street, KwaNdebele, Mpumalanga, 0471","-25.12610, 28.99530",-32.92419,27.42365
 Kamhlushwa Clinic,+27 13 785 0025,"Next to Nkomazi Municipal Offices, Kamhlushwa Village, Bosfontein, Shongwe Mission, Mpumalanga, 1331","-25.66420, 31.68090",-32.92419,27.42365
 Kanyamazane Community Health Centre,+27 13 794 0143,"2241 Cobra Street, Kanyamazane, Mpumalanga, 1214","-25.46646, 31.18383",-32.92419,27.42365
 Khumbula Clinic,+27 13 796 9114,"Next to Public Works Department, Khumbula Trust, Chweni, Kabokweni, Mpumalanga, 1250","-25.33734, 31.13880",-32.92419,27.42365
