name,telephone,adress,gps,lattitude,longitude
 Limpopo Medi-Clinic,+27 15 290 3600,"53 Plein Street, Polokwane, Limpopo, 0699","-23.90461, 29.46414",-32.92419,27.42365
 Lonsdale Clinic,+27 15 221 0007,"Next to the Post Office, Lonsdale, Polokwane, Limpopo, 0710","-23.93146, 29.45268",-32.92419,27.42365
 Lorraine Clinic,+27 15 383 9923,"Near to Banareng School, Lorraine Village, Tzaneen, Limpopo, 0850","-24.19167, 30.42308",-32.92419,27.42365
 Lulekani Community Health Centre,+27 15 783 0113,"Stand 14503, Lulekani, Phalaborwa, Limpopo, 1392","-23.86462, 31.07726",-32.92419,27.42365
 Lulekani Home-Based Care Organisation,+27 82 817 0702,"Stand 1496, Lulekani, Phalaborwa, Limpopo, 1392","-23.95193, 31.13951",-32.92419,27.42365
 Lulekani Mobile Clinic,+27 15 783 0113,"Stand 14503, Lulekani, Phalaborwa, Limpopo, 1392","-23.95193, 31.13951",-32.92419,27.42365
 Lulekani Youth Against Crime,+27 78 521 8768,"Stand 1655B, Lulekani Police Station, Chris Hani Street, Lulekani, Phalaborwa, Limpopo, 1392","-23.86564, 31.07688",-32.92419,27.42365
 Lwamondo Clinic,+27 15 965 2120,"Next to Makhane Primary School, Lwamondo Village, Thulamela, Limpopo, 0985","-23.01383, 30.36250",-32.92419,27.42365
 Maake Clinic,+27 15 355 7900,"Next to Dr CN Phatudi Hospital, Bokgaga Village, Tzaneen, Limpopo, 0850","-24.03469, 30.23681",-32.92419,27.42365
 Maatla Ke Kwano,+27 83 895 3722,"Matshwi Village, Bolobedu Area, Modjadji, Limpopo, 0837","-23.61605, 30.46199",-32.92419,27.42365
 Mabambra Drop-In Centre,+27 83 403 4161,"Next to the Water Dam, Boqa Village, Giyani, Limpopo, 0826","-23.31392, 30.69549",-32.92419,27.42365
 Mabins Clinic,+27 15 383 9935,"Next to Manitja Tribal Authority, Hamanitja Village, Tzaneen, Limpopo, 0809","-24.37592, 30.54206",-32.92419,27.42365
 Mabuela Clinic,,"Stand 120755, Main road, Ga-Mabuela, Mabulea, Limpopo, 0700","-23.95000, 28.80500",-32.92419,27.42365
 Madiseng Care Group,+27 76 486 1531,"Next to Dilokong Hospital, Madiseng Village, Burgersfort, Limpopo, 1150","-24.66654, 30.33283",-32.92419,27.42365
 Madumane Clinic,+27 15 311 7005,"Next to Madumane Primary School, Madumane Village, Tzaneen, Limpopo, 0850","-23.62936, 30.39964",-32.92419,27.42365
 Madumuleng Drop-In Centre and Home-Based Care,+27 15 309 9744,"Near to Modjadji Nursery, Old Agricultural Offices, Main Road Madumuleng, Duiwelskloof, Limpopo, 0835","-24.96988, 29.29514",-32.92419,27.42365
 Magalies Clinic,+27 15 633 4904,"Next to Matebula High School, Matebula Village, Polokwane, Limpopo, 1600","-24.56255, 29.64407",-32.92419,27.42365
 Magokubjane Clinic,+27 82 631 5696,"Magokubjane Village, Mtudulle, Limpopo, 1057","-25.00186, 29.72474",-32.92419,27.42365
 Magwedzha Clinic,+27 15 962 7026,"Near to Mount Rider Hotel, Dumasi Village, Thohoyandou, Limpopo, 0950","-22.95555, 30.56106",-32.92419,27.42365
 Mahale Clinic,+27 15 811 6500,"Near to Batswatsi High School, Jathaka Village, Sovenga, Polokwane, Limpopo, 0727","-23.69461, 30.96836",-32.92419,27.42365
 Mahlale Drop-In Centre,+27 72 062 5742,"Next to Sekororo Clinic, Moshate Village, Trichardtsdal, Limpopo, 0890","-24.16717, 30.40226",-32.92419,27.42365
 Mahlanatsi Integrated Rural Development,+27 82 564 6214,"Near to Selwana Clinic, Selwana, Phalaborwa, Limpopo, 1394","-23.95193, 31.13951",-32.92419,27.42365
 Mahlathi Drop-In Centre,+27 78 146 5936,"Next to ZCC Church, Mahlathi Village, Giyani, Limpopo, 0826","-23.31392, 30.69549",-32.92419,27.42365
 Mahwelereng 1 Clinic,+27 15 483 0116,"Near to Mahwelereng Shopping Centre, Mahwelereng, Potgietersrus, Limpopo, 0626","-24.13400, 28.99652",-32.92419,27.42365
 Mahwelereng 2 Clinic,+27 15 483 0116,"Mahweleke Zone 1 Township, Naledi Street, Makopane, Limpopo, 0626","-24.14492, 29.00462",-32.92419,27.42365
